scope,addr,group,group_basis,comment,evidence
OemDDSSupportDxe,00000A70,OemDDSSupportDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemDDSSupportDxe/00000A70.asm; bios/decompiled/OemDDSSupportDxe.c
OemApControlDxe,0xA74,OemApControlDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemApControlDxe/00000A74.asm; bios/decompiled/OemApControlDxe.c
OemGlobalNvsDxe,0xA98,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemGlobalNvsDxe/00000A98.asm; bios/decompiled/OemGlobalNvsDxe.c
OemHooks,0xA9C,OemHooks,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooks/00000A9C.asm; bios/decompiled/OemHooks.c
OemDDSSupportDxe,00000ADC,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemDDSSupportDxe/00000ADC.asm; bios/decompiled/OemDDSSupportDxe.c
OemHooks,0xB08,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemHooks/00000B08.asm; bios/decompiled/OemHooks.c
OemApControlDxe,0xB10,OemApControlDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemApControlDxe/00000B10.asm; bios/decompiled/OemApControlDxe.c
OemI2cDevices,00000B34,OemI2cDevices,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemI2cDevices/00000B34.asm; bios/decompiled/OemI2cDevices.c
OemDDSSupportDxe,00000B3C,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemDDSSupportDxe/00000B3C.asm; bios/decompiled/OemDDSSupportDxe.c
OemKbLightDxe,0xB3C,OemKbLightDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemKbLightDxe/00000B3C.asm; bios/decompiled/OemKbLightDxe.c
EcPs2Kbd,0xB60,EcPs2Kbd,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/EcPs2Kbd/00000B60.asm; bios/decompiled/EcPs2Kbd.c
OemApControlDxe,0xB7C,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemApControlDxe/00000B7C.asm; bios/decompiled/OemApControlDxe.c
DxeOverClock,0x00000B94,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/00000B94.asm; bios/decompiled/DxeOverClock.c
OemGlobalNvsDxe,0xB98,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemGlobalNvsDxe/00000B98.asm; bios/decompiled/OemGlobalNvsDxe.c
OemApControlDxe,0xBDC,arithmetic,type,the `type` column already names this family,bios/ghidra/listings/OemApControlDxe/00000BDC.asm; bios/decompiled/OemApControlDxe.c
OemGlobalNvsDxe,0xBFC,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemGlobalNvsDxe/00000BFC.asm; bios/decompiled/OemGlobalNvsDxe.c
OemI2cDevices,00000C00,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemI2cDevices/00000C00.asm; bios/decompiled/OemI2cDevices.c
OemOcDxe,0xC30,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemKbLightDxe,0xC38,OemKbLightDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemKbLightDxe/00000C38.asm; bios/decompiled/OemKbLightDxe.c
OemServiceDxe,00000C64,OemServiceDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceDxe/00000C64.asm; bios/decompiled/OemServiceDxe.c
Setup,0x00000C6C,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00000C6C.asm; bios/decompiled/Setup.c
OemOcDxe,0xC8C,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcDxe/00000C8C.asm; bios/decompiled/OemOcDxe.c
OemKbLightDxe,0xCA4,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemKbLightDxe/00000CA4.asm; bios/decompiled/OemKbLightDxe.c
OemOcDxe,0xCDC,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcDxe/00000CDC.asm; bios/decompiled/OemOcDxe.c
OemI2cDevices,00000CF0,OemI2cDevices,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemI2cDevices/00000CF0.asm; bios/decompiled/OemI2cDevices.c
OemKbLightDxe,0xD04,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemKbLightDxe/00000D04.asm; bios/decompiled/OemKbLightDxe.c
OemOcDxe,0xD2C,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemServiceDxe,00000D2C,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemServiceDxe/00000D2C.asm; bios/decompiled/OemServiceDxe.c
OemGlobalNvsDxe,0xD60,OemGlobalNvsDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsDxe/00000D60.asm; bios/decompiled/OemGlobalNvsDxe.c
OemOcDxe,0xD80,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemGlobalNvsDxe,0xD8C,OemGlobalNvsDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsDxe/00000D8C.asm; bios/decompiled/OemGlobalNvsDxe.c
OemServiceDxe,00000DA4,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemServiceDxe/00000DA4.asm; bios/decompiled/OemServiceDxe.c
OemGlobalNvsDxe,0xDC8,OemGlobalNvsDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsDxe/00000DC8.asm; bios/decompiled/OemGlobalNvsDxe.c
OemOcDxe,0xDD4,ec-io-helpers,type,the `type` column already names this family,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemDgpuBoardIDDxe,00000DF8,OemDgpuBoardIDDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemDgpuBoardIDDxe/00000DF8.asm; bios/decompiled/OemDgpuBoardIDDxe.c
OemServiceDxe,00000E2C,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemServiceDxe/00000E2C.asm; bios/decompiled/OemServiceDxe.c
OemOcDxe,0xE4C,ec-io-helpers,type,the `type` column already names this family,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemServiceDxe,00000E90,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemServiceDxe/00000E90.asm; bios/decompiled/OemServiceDxe.c
OemGlobalNvsDxe,0xEA0,OemGlobalNvsDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsDxe/00000EA0.asm; bios/decompiled/OemGlobalNvsDxe.c
Setup,0x00000EC0,dispatch-tables,type,the `type` column already names this family,bios/ghidra/listings/Setup/00000EC0.asm; bios/decompiled/Setup.c
OemOcDxe,0xED4,ec-io-helpers,type,the `type` column already names this family,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemOcDxe,0xF38,ec-io-helpers,type,the `type` column already names this family,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemDgpuBoardIDDxe,00000F50,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemDgpuBoardIDDxe/00000F50.asm; bios/decompiled/OemDgpuBoardIDDxe.c
OemServiceDxe,00000F58,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemServiceDxe/00000F58.asm; bios/decompiled/OemServiceDxe.c
OemServiceDxe,00000FB8,ec-io-helpers,type,the `type` column already names this family,bios/ghidra/listings/OemServiceDxe/00000FB8.asm; bios/decompiled/OemServiceDxe.c
OemGlobalNvsDxe,0xFE0,OemGlobalNvsDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsDxe/00000FE0.asm; bios/decompiled/OemGlobalNvsDxe.c
Setup,0x00000FF4,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00000FF4.asm; bios/decompiled/Setup.c
OemACPIDriverSmm,0x1000,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/00001000.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,00001000,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/00001000.asm; bios/decompiled/OemGlobalNvsSmm.c
OemHddHeadParkSmm,00001000,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/00001000.asm; bios/decompiled/OemHddHeadParkSmm.c
OemHooksSmm,00001000,OemHooksSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksSmm/00001000.asm; bios/decompiled/OemHooksSmm.c
OemOcDxe,0x1000,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcDxe/00001000.asm; bios/decompiled/OemOcDxe.c
OemServiceSmm,0x1000,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001000.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x00001000,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001000.asm; bios/decompiled/OverClockSmiHandler.c
OemGlobalNvsDxe,0x1040,OemGlobalNvsDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsDxe/00001040.asm; bios/decompiled/OemGlobalNvsDxe.c
OemServiceDxe,00001054,OemServiceDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceDxe/00001054.asm; bios/decompiled/OemServiceDxe.c
OemOcDxe,0x106C,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemOcDxe/0000106C.asm; bios/decompiled/OemOcDxe.c
OemGlobalNvsDxe,0x1070,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemGlobalNvsDxe/00001070.asm; bios/decompiled/OemGlobalNvsDxe.c
OemACPIDriverSmm,0x10D0,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/000010D0.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsDxe,0x10D0,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemGlobalNvsDxe/000010D0.asm; bios/decompiled/OemGlobalNvsDxe.c
OemGlobalNvsSmm,000010D0,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/000010D0.asm; bios/decompiled/OemGlobalNvsSmm.c
OemHddHeadParkSmm,000010D0,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/000010D0.asm; bios/decompiled/OemHddHeadParkSmm.c
OemHooksSmm,000010D0,OemHooksSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksSmm/000010D0.asm; bios/decompiled/OemHooksSmm.c
OemServiceSmm,0x10D0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000010D0.asm; bios/decompiled/OemServiceSmm.c
OemOcDxe,0x1100,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcDxe/00001100.asm; bios/decompiled/OemOcDxe.c
DxeOverClock,0x00001118,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/00001118.asm; bios/decompiled/DxeOverClock.c
OemDgpuBoardIDDxe,00001118,OemDgpuBoardIDDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemDgpuBoardIDDxe/00001118.asm; bios/decompiled/OemDgpuBoardIDDxe.c
OemServiceDxe,00001120,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemServiceDxe/00001120.asm; bios/decompiled/OemServiceDxe.c
OverClockSmiHandler,0x00001130,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001130.asm; bios/decompiled/OverClockSmiHandler.c
OemOcDxe,0x1158,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemHooksSmm,0000117C,OemHooksSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksSmm/0000117C.asm; bios/decompiled/OemHooksSmm.c
OemACPIDriverSmm,0x1180,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/00001180.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,00001180,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/00001180.asm; bios/decompiled/OemGlobalNvsSmm.c
OemHddHeadParkSmm,00001180,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/00001180.asm; bios/decompiled/OemHddHeadParkSmm.c
OemServiceSmm,0x1180,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001180.asm; bios/decompiled/OemServiceSmm.c
OemDgpuBoardIDDxe,00001184,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemDgpuBoardIDDxe/00001184.asm; bios/decompiled/OemDgpuBoardIDDxe.c
OemOcDxe,0x119C,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/decompiled/OemOcDxe.annotated.c; bios/decompiled/OemOcDxe.c
OemACPIDriverSmm,0x11C0,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemACPIDriverSmm/000011C0.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsDxe,0x11C0,OemGlobalNvsDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsDxe/000011C0.asm; bios/decompiled/OemGlobalNvsDxe.c
OemGlobalNvsSmm,000011C0,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemGlobalNvsSmm/000011C0.asm; bios/decompiled/OemGlobalNvsSmm.c
OemServiceSmm,0x11C0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000011C0.asm; bios/decompiled/OemServiceSmm.c
OemACPIDriverSmm,0x11D0,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/000011D0.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,000011D0,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/000011D0.asm; bios/decompiled/OemGlobalNvsSmm.c
OemACPIDriverSmm,0x11E0,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/000011E0.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,000011E0,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/000011E0.asm; bios/decompiled/OemGlobalNvsSmm.c
OemServiceSmm,0x11E0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000011E0.asm; bios/decompiled/OemServiceSmm.c
OemACPIDriverSmm,0x11F0,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/000011F0.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,000011F0,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/000011F0.asm; bios/decompiled/OemGlobalNvsSmm.c
OemACPIDriverSmm,0x1200,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/00001200.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,00001200,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/00001200.asm; bios/decompiled/OemGlobalNvsSmm.c
OemServiceSmm,0x1200,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001200.asm; bios/decompiled/OemServiceSmm.c
OemACPIDriverSmm,0x1230,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/00001230.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,00001230,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/00001230.asm; bios/decompiled/OemGlobalNvsSmm.c
OemOcDxe,0x123C,OemOcDxe,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemOcDxe/0000123C.asm; bios/decompiled/OemOcDxe.c
OemHooksSmm,00001240,OemHooksSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHooksSmm/00001240.asm; bios/decompiled/OemHooksSmm.c
OverClockSmiHandler,0x00001240,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OverClockSmiHandler/00001240.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00001250,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001250.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x1260,delay-loops,type,the `type` column already names this family,bios/ghidra/listings/OemServiceSmm/00001260.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x00001260,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001260.asm; bios/decompiled/OverClockSmiHandler.c
Setup,0x00001268,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00001268.asm; bios/decompiled/Setup.c
OemServiceSmm,0x1270,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001270.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x00001270,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001270.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x1280,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001280.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x00001280,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001280.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x1290,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001290.asm; bios/decompiled/OemServiceSmm.c
OverClockSmiHandler,0x00001290,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001290.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x12A0,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000012A0.asm; bios/decompiled/OemServiceSmm.c
OemHddHeadParkSmm,000012C0,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/000012C0.asm; bios/decompiled/OemHddHeadParkSmm.c
OverClockSmiHandler,0x000012E0,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000012E0.asm; bios/decompiled/OverClockSmiHandler.c
Setup,0x00001320,Setup,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/Setup/00001320.asm; bios/decompiled/Setup.c
OemHddHeadParkSmm,0000139C,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/0000139C.asm; bios/decompiled/OemHddHeadParkSmm.c
OemHddHeadParkSmm,000013A0,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/000013A0.asm; bios/decompiled/OemHddHeadParkSmm.c
OverClockSmiHandler,0x000013B0,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000013B0.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x000013E0,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000013E0.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00001420,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001420.asm; bios/decompiled/OverClockSmiHandler.c
OverClockSmiHandler,0x00001480,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001480.asm; bios/decompiled/OverClockSmiHandler.c
OemHddHeadParkSmm,000014B0,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/000014B0.asm; bios/decompiled/OemHddHeadParkSmm.c
OemACPIDriverSmm,0x14DC,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/000014DC.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,000014DC,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/000014DC.asm; bios/decompiled/OemGlobalNvsSmm.c
OemGlobalNvsSmm,000014E0,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/000014E0.asm; bios/decompiled/OemGlobalNvsSmm.c
OverClockSmiHandler,0x00001520,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001520.asm; bios/decompiled/OverClockSmiHandler.c
OemHddHeadParkSmm,0000152C,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/0000152C.asm; bios/decompiled/OemHddHeadParkSmm.c
OemServiceSmm,0x1530,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/00001530.asm; bios/decompiled/OemServiceSmm.c
OemGlobalNvsSmm,00001548,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/00001548.asm; bios/decompiled/OemGlobalNvsSmm.c
OverClockSmiHandler,0x00001570,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/00001570.asm; bios/decompiled/OverClockSmiHandler.c
OemGlobalNvsSmm,00001578,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/00001578.asm; bios/decompiled/OemGlobalNvsSmm.c
OemHddHeadParkSmm,0000159C,OemHddHeadParkSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemHddHeadParkSmm/0000159C.asm; bios/decompiled/OemHddHeadParkSmm.c
OemACPIDriverSmm,0x15AC,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/000015AC.asm; bios/decompiled/OemACPIDriverSmm.c
OemACPIDriverSmm,0x15B0,OemACPIDriverSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemACPIDriverSmm/000015B0.asm; bios/decompiled/OemACPIDriverSmm.c
OemGlobalNvsSmm,000015B4,OemGlobalNvsSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemGlobalNvsSmm/000015B4.asm; bios/decompiled/OemGlobalNvsSmm.c
OverClockSmiHandler,0x000015C0,OverClockSmiHandler,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OverClockSmiHandler/000015C0.asm; bios/decompiled/OverClockSmiHandler.c
OemServiceSmm,0x15C4,OemServiceSmm,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/OemServiceSmm/000015C4.asm; bios/decompiled/OemServiceSmm.c
DxeOverClock,0x000015D0,DxeOverClock,module,The module is the grouping: the export is per-module and the module name is the real structural layer the BIOS has.,bios/ghidra/listings/DxeOverClock/000015D0.asm; bios/decompiled/DxeOverClock.c
