program,addr,name,sample,insns,linear,in_c,missing,outcome
bank0,F221,gate_on_0x12_update_0xeb8,annotation,2,0EA8,0EA8,,agree
bank0,F239,gate_06e6_then_dispatch_0e01,annotation,3,06E6,06E6,,agree
bank0,F424,write_06_to_0e01,annotation,3,0E01,0E01,,agree
bank0,F42B,clear_0e01,annotation,3,0E01,0E01,,agree
bank0,F430,ret_only_f430,annotation,0,,,,vacuous
bank0,F431,write_10_0e_b0_after_dptr_call_4777,annotation,13,,,,vacuous
bank0,F44F,write_01_0f_80_after_dptr_call_4777,annotation,13,,,,vacuous
bank0,F467,write_04_0e_a4_after_dptr_call_4777,annotation,13,,,,vacuous
bank0,F485,call_4777_store_r7_to_0e02,annotation,2,,,,vacuous
bank0,F493,store_bd_to_0f60_then_0a56_0a57,annotation,1,,,,vacuous
bank0,F495,set_dptr_0f60_then_store_a,annotation,1,0F60,0F60,,agree
bank0,F498,store_a_at_dptr,annotation,1,,,,vacuous
bank0,F499,write_0f_60_to_0a56_0a57,annotation,6,0A56,0A56,,agree
bank0,F4A4,inc_0e03,annotation,4,0E03,0E03,,agree
bank0,F4AB,zero_3_xdata_bytes_at_dptr1,annotation,7,,,,vacuous
bank0,F4C1,store_bc02_0f60_61_set_r6,annotation,7,0F60,0F60,,agree
bank0,F566,ff_filler_not_a_function_f566,annotation,17,,,,vacuous
bank0,F583,ff_filler_not_a_function_f583,annotation,17,,,,vacuous
bank0,FAE8,ff_filler_not_a_function_fae8,annotation,17,,,,vacuous
bank0,FE0F,poll_1304_1500_dispatch_0083,annotation,2,1304,1304,,agree
bank0,FF17,ff_filler_not_a_function_ff17,annotation,17,,,,vacuous
bank0,FF90,ff_filler_not_a_function_ff90,annotation,17,,,,vacuous
bank1,031C,call_d2a3_then_d274,stride,0,,,,vacuous
bank1,1738,trampoline_to_c0a2,annotation,1,C0A2,,C0A2,disagree
bank1,1762,trampoline_to_c201,annotation,1,C201,,C201,disagree
bank1,1768,trampoline_to_c209,annotation,1,C209,,C209,disagree
bank1,17FE,FUN_CODE_17fe,stride,0,,,,no-export
bank1,1803,nop_no_control_transfer,annotation,1,,,,vacuous
bank1,1804,trampoline_to_c48f,annotation,1,C48F,,C48F,disagree
bank1,1984,trampoline_to_c10c,annotation,1,C10C,,C10C,disagree
bank1,198A,trampoline_to_c1e7,annotation,1,C1E7,,C1E7,disagree
bank1,1990,trampoline_to_c391,annotation,1,C391,,C391,disagree
bank1,1996,trampoline_to_c4bf,annotation,1,C4BF,,C4BF,disagree
bank1,199C,trampoline_to_c4b7,annotation,1,C4B7,,C4B7,disagree
bank1,19A2,trampoline_to_cf96,annotation,1,CF96,,CF96,disagree
bank1,19A8,trampoline_to_c118,annotation,1,C118,,C118,disagree
bank1,19AE,trampoline_to_cfa9,annotation,1,CFA9,,CFA9,disagree
bank1,19B4,trampoline_to_c389,annotation,1,C389,,C389,disagree
bank1,19BA,trampoline_to_c381,annotation,1,C381,,C381,disagree
bank1,19C0,trampoline_to_c030,annotation,1,C030,,C030,disagree
bank1,19C6,trampoline_to_a747,annotation,1,A747,,A747,disagree
bank1,19D2,trampoline_to_85c6,annotation,1,85C6,,85C6,disagree
bank1,19DE,trampoline_to_c174,annotation,1,C174,,C174,disagree
bank1,19E4,load_dptr_8294_tail_jump_1100,annotation,1,8294,,8294,disagree
bank1,19EA,load_dptr_8588_tail_jump_1100,annotation,1,8588,,8588,disagree
bank1,19F0,load_dptr_c4e6_tail_jump_1100,annotation,1,C4E6,,C4E6,disagree
bank1,19F6,load_dptr_c478_tail_jump_1100,annotation,1,C478,,C478,disagree
bank1,19FC,load_dptr_c07e_tail_jump_1100,annotation,1,C07E,,C07E,disagree
bank1,1A02,load_dptr_c06e_tail_jump_1100,annotation,1,C06E,,C06E,disagree
bank1,1A08,load_dptr_c0ad_tail_jump_1100,annotation,1,C0AD,,C0AD,disagree
bank1,1A0E,load_dptr_c076_tail_jump_1100,annotation,1,C076,,C076,disagree
bank1,1A14,load_dptr_aa04_tail_jump_1100,annotation,1,AA04,,AA04,disagree
bank1,1A1A,load_dptr_c066_tail_jump_1100,annotation,1,C066,,C066,disagree
bank1,1A20,load_dptr_c2d7_tail_jump_1100,annotation,1,C2D7,,C2D7,disagree
bank1,1A26,load_dptr_c1b1_tail_jump_1100,annotation,1,C1B1,,C1B1,disagree
bank1,1A2C,load_dptr_c349_tail_jump_1100,annotation,1,C349,,C349,disagree
bank1,1A32,load_dptr_8567_tail_jump_1100,annotation,1,8567,,8567,disagree
bank1,1A38,load_dptr_c026_tail_jump_1100,annotation,1,C026,,C026,disagree
bank1,1A3E,load_dptr_c1d9_tail_jump_1100,annotation,1,C1D9,,C1D9,disagree
bank1,1A44,load_dptr_c1d8_tail_jump_1100,annotation,1,C1D8,,C1D8,disagree
bank1,1A4A,load_dptr_c2ba_tail_jump_1100,annotation,1,C2BA,,C2BA,disagree
bank1,1A50,load_dptr_c2b2_tail_jump_1100,annotation,1,C2B2,,C2B2,disagree
bank1,1A56,load_dptr_c2f7_tail_jump_1100,annotation,1,C2F7,,C2F7,disagree
bank1,1A5C,load_dptr_c2ef_tail_jump_1100,annotation,1,C2EF,,C2EF,disagree
bank1,1A62,load_dptr_c154_tail_jump_1100,annotation,1,C154,,C154,disagree
bank1,1A68,load_dptr_85fb_tail_jump_1100,annotation,1,85FB,,85FB,disagree
bank1,1A6E,load_dptr_c4c9_tail_jump_1100,annotation,1,C4C9,,C4C9,disagree
bank1,1A74,load_dptr_c43f_tail_jump_1100,annotation,1,C43F,,C43F,disagree
bank1,1A7A,load_dptr_c16c_tail_jump_1100,annotation,1,C16C,,C16C,disagree
bank1,1A80,load_dptr_85de_tail_jump_1100,annotation,1,85DE,,85DE,disagree
bank1,1A86,load_dptr_c44d_tail_jump_1100,annotation,1,C44D,,C44D,disagree
bank1,1A8C,load_dptr_c427_tail_jump_1100,annotation,1,C427,,C427,disagree
bank1,1A92,load_dptr_c41f_tail_jump_1100,annotation,1,C41F,,C41F,disagree
bank1,1A98,trampoline_bank0_8031,annotation,1,8031,,8031,disagree
bank1,1A9E,trampoline_bank0_a4e2,annotation,1,A4E2,,A4E2,disagree
bank1,1AA4,trampoline_bank0_9c48,annotation,1,9C48,,9C48,disagree
bank1,1AAA,trampoline_bank0_8590,annotation,1,8590,,8590,disagree
bank1,1AB0,trampoline_bank0_c26e,annotation,1,C26E,,C26E,disagree
bank1,1AB6,trampoline_bank0_c184,annotation,1,C184,,C184,disagree
bank1,1ABC,trampoline_bank0_c17c,annotation,1,C17C,,C17C,disagree
bank1,2A6C,clear_bit4_of_direct_4c,annotation,2,,,,vacuous
bank1,2A70,clear_bits_5_6_of_direct_4c,annotation,5,,,,vacuous
bank1,2C70,match_0a49_loop_tail,annotation,2,,,,vacuous
bank1,4874,inc_0a54_then_0a58_sequence,annotation,3,0A54,0A54,,agree
bank1,4A26,code_table_pointer_from_r1,annotation,17,,,,vacuous
bank1,703F,forwarder_to_e322,annotation,0,,,,vacuous
bank1,8000,ret_only_8000,annotation,0,,,,vacuous
bank1,8001,decrement_nonzero_xdata_counters,annotation,1,06C6,06C6,,agree
bank1,8004,read_06c6,annotation,1,,,,vacuous
bank1,8005,skip_06c6_decrement,annotation,0,,,,vacuous
bank1,8007,dec_06c6_value,annotation,1,,,,vacuous
bank1,8008,store_06c6_decrement,annotation,1,,,,vacuous
bank1,8009,select_06cd,annotation,1,06CD,06CD,,agree
bank1,800C,read_06cd,annotation,1,,,,vacuous
bank1,800D,skip_06cd_decrement,annotation,0,,,,vacuous
bank1,800F,dec_06cd_value,annotation,1,,,,vacuous
bank1,8010,store_06cd_decrement,annotation,1,,,,vacuous
bank1,8011,select_06d1,annotation,1,06D1,,06D1,disagree
bank1,8014,read_06d1_and_test_zero,annotation,1,,,,vacuous
bank1,8017,dec_06d1_value,annotation,1,,,,vacuous
bank1,8018,store_acc_to_xdata_dptr_8018,annotation,1,,,,vacuous
bank1,8019,load_dptr_06d2,annotation,1,06D2,,06D2,disagree
bank1,801C,read_xdata_dptr_801c,annotation,1,,,,vacuous
bank1,801D,branch_if_acc_zero_to_8021,annotation,0,,,,vacuous
bank1,801F,dec_acc_801f,annotation,1,,,,vacuous
bank1,8020,store_acc_to_xdata_dptr_8020,annotation,1,,,,vacuous
bank1,8021,load_dptr_06f3,annotation,1,06F3,,06F3,disagree
bank1,8024,read_xdata_dptr_8024,annotation,1,,,,vacuous
bank1,8025,branch_if_acc_zero_to_8029,annotation,0,,,,vacuous
bank1,8027,dec_acc_8027,annotation,1,,,,vacuous
bank1,8028,store_acc_and_load_dptr_0635,annotation,2,0635,,0635,disagree
bank1,802C,read_xdata_dptr_802c,annotation,1,,,,vacuous
bank1,802D,branch_if_acc_zero_to_8031,annotation,0,,,,vacuous
bank1,802F,dec_acc_802f,annotation,1,,,,vacuous
bank1,8030,store_acc_to_xdata_dptr_8030,annotation,1,,,,vacuous
bank1,8031,load_dptr_0636_and_read,annotation,2,0636,,0636,disagree
bank1,8035,branch_if_acc_zero_to_8039,annotation,0,,,,vacuous
bank1,8037,dec_store_and_load_dptr_0637,annotation,3,0637,,0637,disagree
bank1,803C,test_and_decrement_0638_after_prior_byte,annotation,1,,,,vacuous
bank1,8048,store_acc_and_read_0639,annotation,3,0639,,0639,disagree
bank1,804D,dec_then_test_063a_with_sign_guard,annotation,0,,,,vacuous
bank1,8060,branch_if_acc_zero_to_8064,annotation,0,,,,vacuous
bank1,8062,dec_store_then_test_and_dec_07f6,annotation,4,07F6,,07F6,disagree
bank1,806C,reload_06d6_with_9_or_return_early,annotation,2,06D6,,06D6,disagree
bank1,807E,dec_06c3_and_dec_06d8_gated_on_0440,annotation,4,06C3,,06C3,disagree
bank1,8096,dec_06d9_only_if_both_calls_return_zero,annotation,0,,,,vacuous
bank1,80AA,dec_timers_06da_08e4_055f_09ce_070b,annotation,2,06DA,,06DA,disagree
bank1,80D6,clear_0460_0468_when_0706_reaches_zero,annotation,0,,,,vacuous
bank1,80EF,dec_timers_and_set_expiry_flags,annotation,1,,,,vacuous
bank1,8202,clear_0801_bit5_then_call_19a2_84,annotation,5,0801,0801,,agree
bank1,820F,and_r7_results_into_carry,annotation,0,,,,vacuous
bank1,8300,clear_and_set_xdata_flag_bits,annotation,0,,,,vacuous
bank1,8418,zero_1510_and_clear_xdata_flag_bits,annotation,2,851C,,851C,disagree
bank1,84E5,table_bytes_disassembled_as_code_84e5,annotation,4,,,,vacuous
bank1,8500,table_bytes_disassembled_as_code_8500,annotation,1,,,,vacuous
bank1,8504,table_bytes_disassembled_as_code_8504,annotation,39,,,,vacuous
bank1,8597,return_zero,annotation,1,,,,vacuous
bank1,859B,clear_1c04_1c05_set_1c00_ff,annotation,0,,,,vacuous
bank1,85AE,clear_1c15_1c16_set_1c11_ff,annotation,0,,,,vacuous
bank1,85C1,init_0818_081f_byte_set,annotation,20,0818 0819 081A 081B 081C 081E 081F,0818 0819 081A 081B 081C 081E 081F,,agree
bank1,85E9,call_19c0_then_19c6,annotation,0,,,,vacuous
bank1,85F0,call_19c0,annotation,0,,,,vacuous
bank1,87CA,set_1033_bits_if_0450_is_28,annotation,2,0450,,0450,disagree
bank1,87DD,copy_code_a691_a693_to_xdata,annotation,15,0454 0455 047D A691 A692 A693,047D,0454 0455 A691 A692 A693,disagree
bank1,8801,single_movx_store_not_a_function,annotation,1,,,,vacuous
bank1,8802,ajmp_8822_not_a_function,annotation,0,,,,vacuous
bank1,881B,copy_2000_2002_to_0450_0452,annotation,12,0450 0451 0452 2000 2001 2002,2000 2001 2002,0450 0451 0452,disagree
bank1,8834,zero_2200_2201_set_047e_ec,annotation,8,047E 2200 2201,047E 2200 2201,,agree
bank1,8844,ror16_r1r2_by_r7,annotation,0,,,,vacuous
bank1,8854,add_r1r2_to_r3r4,annotation,6,,,,vacuous
bank1,885B,sub_r1r2_from_r3r4,annotation,7,,,,vacuous
bank1,8863,cmp_r3r4_against_r1r2_16bit,annotation,5,,,,vacuous
bank1,887A,set_carry_if_r3r4_is_0102,annotation,1,,,,vacuous
bank1,8886,read_xdata_pair_to_r1r2,annotation,5,,,,vacuous
bank1,888C,write_r1r2_to_xdata_pair,annotation,5,,,,vacuous
bank1,8892,read_xdata_pair_to_r3r4,annotation,5,,,,vacuous
bank1,8898,read_xdata_pair_to_b_and_a,annotation,4,,,,vacuous
bank1,889E,write_r3r4_to_xdata_pair,annotation,5,,,,vacuous
bank1,88A4,sub_r0_from_r1_stash_r0_on_borrow,annotation,3,,,,vacuous
bank1,88F0,push_r5_into_070f_ring_when_gates_pass,annotation,2,0440,,0440,disagree
bank1,8901,inc_accumulator_070f_index,annotation,1,,,,vacuous
bank1,8902,mask_and_store_to_070f_ring,annotation,8,070F 0710,070F,0710,disagree
bank1,8915,saturating_count_09f0_then_call_88f0,annotation,2,06E6,06E6,,agree
bank1,8955,init_09f1_and_zero_09f2_through_09f9,annotation,10,047C 09F1 09F2,047C 09F1 09F2,,agree
bank1,896A,gate_06e6_0440_then_call_89b5,annotation,2,06E6,06E6,,agree
bank1,897B,index_09f2_by_09f1_bits_7_5_and_bump_09f1,annotation,5,09F1 09F2,09F1,09F2,disagree
bank1,89A9,read_xdata_at_dptr_plus_a,annotation,7,,,,vacuous
bank1,89B5,store_r7_to_09f2_by_09f1_bits_0_2_and_bump,annotation,2,09F1,09F1,,agree
bank1,89E7,write_xdata_at_dptr_plus_a,annotation,8,,,,vacuous
bank1,89F4,zero_xdata_bytes_r2r1_through_r2r3,annotation,6,,,,vacuous
bank1,8A03,ret_terminating_89f4,annotation,0,,,,vacuous
bank1,8A6C,clear_06f8_bit3_then_call_abce,annotation,5,06F8,06F8,,agree
bank1,8A98,tick_06f9_and_dispatch_table_8a80,annotation,9,06F9 8A80,06F9,8A80,disagree
bank1,8AA7,clear_06f9_bits_0_3_then_call_abee,annotation,5,06F9,06F9,,agree
bank1,8AE5,probe_159a_19f0_0983_then_dispatch,annotation,0,,,,vacuous
bank1,8B01,load_dptr_097f,annotation,1,097F,097F,,agree
bank1,8B04,countdown_06c0_latch_097f_bit0,annotation,2,,,,vacuous
bank1,8B31,return_with_carry_cleared,annotation,1,,,,vacuous
bank1,8B33,return_with_carry_set,annotation,1,,,,vacuous
bank1,8B8F,clear_0480_bit4_set_0459_01_06e1_a0,annotation,15,0459 0480 06E1 097F,0480 06E1 097F,0459,disagree
bank1,8BB2,set_0480_50_zero_048f_0459_02_06e1_a0,annotation,14,0459 0480 048F 06E1,0480 048F 06E1,0459,disagree
bank1,8BD1,select_probe_address_and_return_carry,annotation,0,,,,vacuous
bank1,8CDB,return_with_carry_clear,annotation,1,,,,vacuous
bank1,8CDD,write_0a_to_07f2_fall_into_8ce3,annotation,3,07F2,07F2,,agree
bank1,8CE3,clear_0983_bit0_return_carry_set,annotation,5,0983,0983,,agree
bank1,8CEC,gate_then_copy_2200_to_075f,annotation,2,06C2,,06C2,disagree
bank1,8D25,combine_0490_0495_049d_flags_into_carry,annotation,0,,,,vacuous
bank1,8D74,write_30_to_0679_and_14_to_0678,annotation,6,0678 0679,0678 0679,,agree
bank1,8D83,count_down_0678_0679_pair,annotation,2,06C2,,06C2,disagree
bank1,8DBC,write_05_to_06c4_after_1984_check,annotation,3,0800,0800,,agree
bank1,8DE4,dispatch_on_0490_0495_0496_0498,annotation,3,0800,0800,,agree
bank1,8E3B,write_r4_to_047f_then_047e_fc,annotation,4,047F,047F,,agree
bank1,8E91,dispatch_on_049d_049e_05e0,annotation,5,049D,049D,,agree
bank1,8ECC,select_r4_from_cpu_temp_and_0620_0626,annotation,5,0458,,0458,disagree
bank1,8F37,write_047f_and_arm_06d1_fa,annotation,3,047F,047F,,agree
bank1,8F54,write_047f_and_arm_06d2_fa,annotation,2,06D2,,06D2,disagree
bank1,8F6B,FUN_CODE_8f6b,stride,2,06C2,,06C2,disagree
bank1,9000,store_a_to_xdata_at_dptr,annotation,1,,,,vacuous
bank1,9001,ret_only_fragment,annotation,0,,,,vacuous
bank1,9004,load_dptr_06ce,annotation,1,06CE,06CE,,agree
bank1,9007,store_a_to_xdata_at_dptr_2,annotation,1,,,,vacuous
bank1,9008,update_06cf_countdown_and_06e1_bits,annotation,6,06CF 06E1,06CF 06E1,,agree
bank1,9081,count_down_06e4_and_toggle_06e3,annotation,2,045F,,045F,disagree
bank1,90B0,forward_to_90b8,annotation,0,,,,vacuous
bank1,90B8,step_counter_084e_dispatch,annotation,3,0490,0490,,agree
bank1,9178,call_1738_1a0e_1a1a,annotation,0,,,,vacuous
bank1,9182,add_two_xdata_bytes_to_r1r2_and_halve,annotation,16,,,,vacuous
bank1,9193,store_r1_r2_to_xdata_at_dptr,annotation,5,,,,vacuous
bank1,9199,gate_1984_19a8_then_count_06cc,annotation,0,,,,vacuous
bank1,91E8,dispatch_062e_counter_via_table_91d0,annotation,10,062E 91D0,062E,91D0,disagree
bank1,91FA,clear_062e_and_jump_94a8,annotation,3,062E,062E,,agree
bank1,9202,step_0628_nibble_against_92dc_table,annotation,2,06E6,06E6,,agree
bank1,92BF,clamp_a_to_7_and_set_0723_08e2,annotation,3,,,,vacuous
bank1,92DC,select_table_920c_or_923c_by_074c,annotation,3,074C,074C,,agree
bank1,92F7,write_057b_057c_057d_and_call_888c,annotation,11,0497 057B 057C 057D,0497 057B 057C 057D,,agree
bank1,9354,gate_030a_030b_then_8892_887a,annotation,2,030A,030A,,agree
bank1,9373,gate_0456_80_and_06e6_01,annotation,3,0456,,0456,disagree
bank1,9416,adjust_0627_index_against_gpu_temp,annotation,10,044F 0627 074C,0627 074C,044F,disagree
bank1,94A8,lookup_94a0_table_by_0620_low3,annotation,2,04FF,04FF,,agree
bank1,94FA,magic_55aa_and_0704_countdown,annotation,0,,,,vacuous
bank1,95AE,copy_045d_to_0704,annotation,4,045D 0704,0704,045D,disagree
bank1,95B7,load_0704_from_045d_then_branch,annotation,0,,,,vacuous
bank1,95E5,set_0476_bit1_then_branch_on_r7,annotation,0,,,,vacuous
bank1,966C,step_06fd_06fe_06ff_counters_via_1a32,annotation,0,,,,vacuous
bank1,9733,sync_085a_from_iram28_and_call_896a,annotation,2,06DB,,06DB,disagree
bank1,976E,clear_0480_bit0_then_step_05f1_countdown,annotation,2,04FE,04FE,,agree
bank1,9816,ret_only_stub_9816,annotation,0,,,,vacuous
bank1,9817,enter_state_0480_05f1_06d9,annotation,7,045B 0480,0480,045B,disagree
bank1,98B3,ret_only_stub_98b3,annotation,0,,,,vacuous
bank1,98CC,dispatch_0680_low3_via_98b4_table,annotation,2,0681,0681,,agree
bank1,98E5,forward_to_98fe_98e5,annotation,0,,,,vacuous
bank1,98FE,set_0680_to_2,annotation,3,0680,0680,,agree
bank1,9967,forward_to_98fe_9967,annotation,0,,,,vacuous
bank1,99B0,clear_0680,annotation,3,0680,0680,,agree
bank1,99CF,dispatch_0681_low3_via_99b7_table,annotation,2,0681,0681,,agree
bank1,99E0,set_1c01_2_and_0681_81,annotation,6,0681 1C01,0681 1C01,,agree
bank1,99ED,set_0681_to_82,annotation,3,0681,0681,,agree
bank1,99F4,set_1c01_0_and_0681_83,annotation,6,0681 1C01,0681 1C01,,agree
bank1,9A01,set_1c10_0_and_0681_84,annotation,6,0681 1C10,0681 1C10,,agree
bank1,9A0E,set_161c_80_and_0681_85,annotation,6,0681 161C,0681 161C,,agree
bank1,9A1B,set_161b_161c_4_and_0681_86,annotation,9,0681 161B 161C,0681 161B 161C,,agree
bank1,9A2E,set_1c10_1_and_0681_87,annotation,6,0681 1C10,0681 1C10,,agree
bank1,9A3B,clear_0681,annotation,3,0681,0681,,agree
bank1,9A41,step_0686_by_14_or_set_0681_80,annotation,2,1C00,1C00,,agree
bank1,9A78,step_0691_by_14_or_set_068c_80,annotation,2,1C11,1C11,,agree
bank1,9AEA,dispatch_068b_low3_via_9ad2_table,annotation,2,068C,068C,,agree
bank1,9B03,countdown_068d_then_branch_on_r7,annotation,2,068D,068D,,agree
bank1,9B35,write_4_to_068b,annotation,3,068B,068B,,agree
bank1,9BE6,inc_694_by_2_set_68c_80,annotation,3,0694,0694,,agree
bank1,9BF8,reset_1c11_1c15_1c16_set_68b_4,annotation,11,068B 1C11 1C15 1C16,068B 1C11 1C15 1C16,,agree
bank1,9C0E,match_0820_against_0458_mode,annotation,3,0458,,0458,disagree
bank1,9CC0,gate_04fe_06e6_call_19a8,annotation,2,04FE,04FE,,agree
bank1,9CD8,halve_be16_after_add_r1,annotation,2,,,,vacuous
bank1,9D45,write_2_to_068b,annotation,3,068B,068B,,agree
bank1,9D4C,write_0_to_068b,annotation,3,068B,068B,,agree
bank1,9D53,FUN_CODE_9d53,stride,3,0456,,0456,disagree
bank1,9E26,dispatch_068c_low3,annotation,2,068C,068C,,agree
bank1,9E37,set_1c12_2_and_68c_81,annotation,6,068C 1C12,068C 1C12,,agree
bank1,9E44,set_68c_82,annotation,3,068C,068C,,agree
bank1,9E4B,set_1c12_0_and_68c_83,annotation,6,068C 1C12,068C 1C12,,agree
bank1,9E58,set_1c21_0_and_68c_84,annotation,6,068C 1C21,068C 1C21,,agree
bank1,9E65,set_1622_80_and_68c_85,annotation,6,068C 1622,068C 1622,,agree
bank1,9E72,set_1621_1622_4_and_68c_86,annotation,9,068C 1621 1622,068C 1621 1622,,agree
bank1,9E85,set_1c21_1_and_68c_87,annotation,6,068C 1C21,068C 1C21,,agree
bank1,9E92,clear_68c_inc_68b,annotation,8,068B 068C,068B 068C,,agree
bank1,9EA1,shift_pair_then_sum_and_divide_by_four,annotation,14,,,,vacuous
bank1,9ED4,ring_write_0990_len_2f,annotation,12,0990 09BF,09BF,0990,disagree
bank1,9EF6,call_1a38_then_set_0823_80,annotation,0,,,,vacuous
bank1,9F00,ret_only_stub_9f00,annotation,0,,,,vacuous
bank1,9F04,dispatch_on_dpl_5b_7b_40,annotation,1,,,,vacuous
bank1,9FC1,call_9fcb_a029_9ff0,annotation,0,,,,vacuous
bank1,9FCA,exit_ret,annotation,0,,,,vacuous
bank1,9FCB,tick_0724_bit4_decrement_067e,annotation,2,0724,0724,,agree
bank1,A029,decrement_067c_then_clear_0724_bit5,annotation,2,0724,0724,,agree
bank1,A054,call_9fc1_a1bf_a064_a0cc_a12d,annotation,0,,,,vacuous
bank1,A064,gate_045a_bit0_set_0724_bit4,annotation,3,045A,,045A,disagree
bank1,A0CC,set_0724_bit5_when_gates_pass,annotation,3,045A,,045A,disagree
bank1,A12C,nop_ret_stub_a12c,annotation,0,,,,vacuous
bank1,A12D,set_0724_bit7_after_06c5_threshold,annotation,2,0440,,0440,disagree
bank1,A1BE,nop_ret_stub_a1be,annotation,0,,,,vacuous
bank1,A1BF,dispatch_045a_bits_to_1a44_1a5c_1a50,annotation,3,045A,,045A,disagree
bank1,A1F5,nop_ret_stub_a1f5,annotation,0,,,,vacuous
bank1,A1F6,pass_0707_to_88f0_when_045f_eq_db,annotation,2,045F,,045F,disagree
bank1,A211,call_88f0_then_clear_07f3_and_070c,annotation,2,07F3,,07F3,disagree
bank1,A2DA,nop_ret_stub_a2da,annotation,0,,,,vacuous
bank1,A2F3,dispatch_0974_low_nibble,annotation,2,0440,,0440,disagree
bank1,A32C,send_1a68_83_80_00_set_0974_02,annotation,3,,,,vacuous
bank1,A33D,send_1a68_78_08_00_set_0974_03,annotation,3,,,,vacuous
bank1,A34E,send_1a68_71_40_e0_set_0974_04,annotation,3,,,,vacuous
bank1,A35F,send_1a68_14_01_00_set_0974_05,annotation,3,,,,vacuous
bank1,A370,send_1a68_6c_02_e0_set_0974_00,annotation,3,,,,vacuous
bank1,A380,clear_0725,annotation,3,0725,0725,,agree
bank1,A388,nop_ret_stub_a388,annotation,0,,,,vacuous
bank1,A389,decrement_0980_then_run_19b4_198a,annotation,3,097F,097F,,agree
bank1,A3B2,tick_09e3_countdown,annotation,2,09E3,09E3,,agree
bank1,A3F7,tick_0750_countdown,annotation,2,0750,0750,,agree
bank1,A43B,scan_0b00_for_byte_1c,annotation,2,0B00,0B00,,agree
bank1,A44C,clear_0750,annotation,3,0750,0750,,agree
bank1,A452,map_0763_through_f13f_table,annotation,2,0762,0762,,agree
bank1,A476,gate_value_against_045a_bits,annotation,1,,,,vacuous
bank1,A4CF,send_ea_to_9ed4_when_06e6_eq_05,annotation,2,06E6,06E6,,agree
bank1,A4FD,forward_to_a501,annotation,0,,,,vacuous
bank1,A501,gate_0442_06e6_before_call_1a7a,annotation,3,0442,,0442,disagree
bank1,A530,code_table_scatter_to_xdata,annotation,0,,,,vacuous
bank1,A55C,write_0_to_200b_7_times,annotation,4,200B,200B,,agree
bank1,A567,write_0_to_200b_335_times,annotation,7,200B,200B,,agree
bank1,A57E,write_0_to_200b_r5_times_330,annotation,10,200B,200B,,agree
bank1,A5A7,mul_partial_products_r0_r1_r2_r3,annotation,37,,,,vacuous
bank1,A5E6,mul_16_round_shift_subtract,annotation,24,,,,vacuous
bank1,A6C5,zero_xdata_block_at_dph00,annotation,1,,,,vacuous
bank1,A750,dispatch_0832_event_bits,annotation,2,0832,0832,,agree
bank1,A7D8,flag_0832_bit3_send_12_3f_8c,annotation,13,0832 083A 083B,0832 083A 083B,,agree
bank1,A7F7,flag_0832_bit5_send_12_3b_8c,annotation,13,0830 0831 0832,0830 0831 0832,,agree
bank1,A816,flag_0832_bit6_send_12_12_8c,annotation,13,0832 083C 083D,0832 083C 083D,,agree
bank1,A835,write_5_to_0680,annotation,3,0680,0680,,agree
bank1,A841,dispatch_086f_event_bits,annotation,2,086F,086F,,agree
bank1,A873,flag_086f_bit0_send_5a_01_88,annotation,7,,,,vacuous
bank1,A88D,flag_086f_bit1_send_5a_01_88_ff,annotation,7,,,,vacuous
bank1,A8A7,flag_086f_bit2_send_5a_02_88_table,annotation,13,0826 A83C,0826,A83C,disagree
bank1,A8DA,clear_bit_e4_then_tail_a8e9,annotation,2,,,,vacuous
bank1,A8E9,write_5_to_068b,annotation,3,068B,068B,,agree
bank1,A8F0,clamp_0623_level_into_080e,annotation,6,0623,0623,,agree
bank1,A916,clamp_078b_level_into_0804,annotation,3,08EB,,08EB,disagree
bank1,A9B3,return_stub,annotation,0,,,,vacuous
bank1,A9B4,step_state_0845,annotation,2,06C2,,06C2,disagree
bank1,AA39,step_counters_0756_0757,annotation,2,0756,0756,,agree
bank1,AAA2,clear_0756_when_1c_found_in_b00_fc,annotation,2,0B00,0B00,,agree
bank1,AAB9,write_083c_083d_and_0832_bit6,annotation,2,0490,0490,,agree
bank1,AAF9,write_0830_0831_and_0832_bit5,annotation,2,0490,0490,,agree
bank1,AB29,latch_0983_b2_from_0442_b3,annotation,3,0983,0983,,agree
bank1,AB64,call_ef32_1a98_a24e_976e,annotation,0,,,,vacuous
bank1,AB71,forward_a4cf,annotation,0,,,,vacuous
bank1,AB75,call_8de4_d4d3_a388,annotation,0,,,,vacuous
bank1,AB7F,call_8f6b_98cc,annotation,0,,,,vacuous
bank1,AB86,call_9aea_efbd,annotation,0,,,,vacuous
bank1,AB8D,call_a452_1a9e,annotation,0,,,,vacuous
bank1,AB94,call_c80e_9f00,annotation,0,,,,vacuous
bank1,AB9B,call_a1f5_966c_d946_a3b2,annotation,0,,,,vacuous
bank1,ABA8,call_f3b8_9081_9199_ad68_d524,annotation,0,,,,vacuous
bank1,ABB8,call_8001_c613_91e8_a8f0_a916_1aa4_a2f3,annotation,0,,,,vacuous
bank1,ABCE,call_b728_c614_8915,annotation,0,,,,vacuous
bank1,ABD8,call_95e5_a054_a389,annotation,0,,,,vacuous
bank1,ABE2,call_c11c_then_ab29,annotation,0,,,,vacuous
bank1,ABE9,ret_only_abe9,annotation,0,,,,vacuous
bank1,ABEA,forward_a4fd,annotation,0,,,,vacuous
