out_file,program,addr,body_lines,owner_out_file,owner_addr,owner_name,shared,containment
bank1/CF0B.c,bank1,CF0B,9,bank1/CF0B.c,CF0B,store_slot_for_index_4,no,1.00
bank1/CF3C.c,bank1,CF3C,9,bank1/CF3C.c,CF3C,store_slot_for_index_5,no,1.00
bank1/CF6D.c,bank1,CF6D,13,bank1/CF6D.c,CF6D,store_slot_for_index_6,no,1.00
bank1/CFB1.c,bank1,CFB1,13,bank1/CFB1.c,CFB1,step_03c3_and_reload_03bf,no,1.00
bank1/D000.c,bank1,D000,2,bank1/D000.c,D000,caseD_0,no,1.00
bank1/D003.c,bank1,D003,2,bank1/D003.c,D003,caseD_1,no,1.00
bank1/D018.c,bank1,D018,11,bank1/D018.c,D018,dispatch_on_03c3_low3,no,1.00
bank1/D037.c,bank1,D037,3,bank1/D037.c,D037,default,no,1.00
bank1/D04C.c,bank1,D04C,2,bank1/D04C.c,D04C,set_r1_0e_jump_d068,no,1.00
bank1/D050.c,bank1,D050,2,bank1/D050.c,D050,set_r1_0c_jump_d068,no,1.00
bank1/D054.c,bank1,D054,2,bank1/D054.c,D054,set_r1_08_jump_d068,no,1.00
bank1/D058.c,bank1,D058,2,bank1/D058.c,D058,set_r1_06_jump_d068,no,1.00
bank1/D05C.c,bank1,D05C,2,bank1/D05C.c,D05C,set_r1_04_jump_d068,no,1.00
bank1/D060.c,bank1,D060,2,bank1/D060.c,D060,set_r1_02_jump_d068,no,1.00
bank1/D064.c,bank1,D064,2,bank1/D064.c,D064,set_r1_00_jump_d068,no,1.00
bank1/D068.c,bank1,D068,14,bank1/D068.c,D068,scale_store_to_0397,no,1.00
bank1/D09F.c,bank1,D09F,2,bank1/D09F.c,D09F,store_ff_to_0397,no,1.00
bank1/D0A6.c,bank1,D0A6,6,bank1/D0A6.c,D0A6,store_03c3_to_0360_when_ge_3,no,1.00
bank1/D0C4.c,bank1,D0C4,38,bank1/D0C4.c,D0C4,update_0524_0526_4a0_and_0497_flags,no,1.00
bank1/D16F.c,bank1,D16F,2,bank1/D16F.c,D16F,FUN_CODE_d16f,no,1.00
bank1/D17E.c,bank1,D17E,12,bank1/D17E.c,D17E,increment_0514_toward_0x64,no,1.00
bank1/D1B8.c,bank1,D1B8,2,bank1/D1B8.c,D1B8,trampoline_to_d16f,no,1.00
bank1/D1BC.c,bank1,D1BC,7,bank1/D1BC.c,D1BC,select_ptr_0491_c080_then_0506,no,1.00
bank1/D1E7.c,bank1,D1E7,6,bank1/D1E7.c,D1E7,set_0497_bit6_and_0394_to_5,no,1.00
bank1/D20D.c,bank1,D20D,2,bank1/D20D.c,D20D,caseD_0,no,1.00
bank1/D219.c,bank1,D219,9,bank1/D219.c,D219,step_03c2_and_dispatch_four_ways,no,1.00
bank1/D22E.c,bank1,D22E,3,bank1/D22E.c,D22E,call_cdcb_then_d0a6,no,1.00
bank1/D235.c,bank1,D235,4,bank1/D235.c,D235,FUN_CODE_d235,no,1.00
bank1/D236.c,bank1,D236,5,bank1/D236.c,D236,call_d2a3_then_d274,no,1.00
bank1/D23F.c,bank1,D23F,3,bank1/C8EA.c,C8EA,call_d5b4_then_d32c_and_d34b,yes,1.00
bank1/D246.c,bank1,D246,9,bank1/D246.c,D246,clear_0394_or_call_cd80,no,1.00
bank1/D274.c,bank1,D274,11,bank1/D274.c,D274,div_23_minus_0386_by_034d_capped_15,no,1.00
bank1/D2A3.c,bank1,D2A3,27,bank1/D2A3.c,D2A3,derive_scale_from_034e_and_compute_from_044c,no,1.00
bank1/D322.c,bank1,D322,3,bank1/D2A3.c,D2A3,derive_scale_from_034e_and_compute_from_044c,yes,1.00
bank1/D32C.c,bank1,D32C,5,bank1/D32C.c,D32C,copy_0514_to_03c1_and_set_03a1_bit0,no,1.00
bank1/D34B.c,bank1,D34B,13,bank1/D34B.c,D34B,bump_counter_mirror_to_04a6_04a7,no,1.00
bank1/D37F.c,bank1,D37F,62,bank1/D37F.c,D37F,scan_table_03de_down_stride2,no,1.00
bank1/D472.c,bank1,D472,8,bank1/D472.c,D472,store_r1_to_0514_03ab_if_gap_ok,no,1.00
bank1/D4D3.c,bank1,D4D3,15,bank1/D4D3.c,D4D3,FUN_CODE_d4d3,no,1.00
bank1/D524.c,bank1,D524,25,bank1/D524.c,D524,FUN_CODE_d524,no,1.00
bank1/D5B4.c,bank1,D5B4,7,bank1/D524.c,D524,FUN_CODE_d524,yes,1.00
bank1/D5E1.c,bank1,D5E1,9,bank1/D5E1.c,D5E1,FUN_CODE_d5e1,no,1.00
bank1/D602.c,bank1,D602,4,bank1/D602.c,D602,FUN_CODE_d602,no,1.00
bank1/D61A.c,bank1,D61A,34,bank1/D61A.c,D61A,FUN_CODE_d61a,no,1.00
bank1/D6C6.c,bank1,D6C6,6,bank1/D6C6.c,D6C6,FUN_CODE_d6c6,no,1.00
bank1/D6D7.c,bank1,D6D7,5,bank1/D6D7.c,D6D7,FUN_CODE_d6d7,no,1.00
bank1/D6E1.c,bank1,D6E1,3,bank1/D6D7.c,D6D7,FUN_CODE_d6d7,yes,1.00
bank1/D6EE.c,bank1,D6EE,44,bank1/D6EE.c,D6EE,FUN_CODE_d6ee,no,1.00
bank1/D7F4.c,bank1,D7F4,42,bank1/D7F4.c,D7F4,FUN_CODE_d7f4,no,1.00
bank1/D89C.c,bank1,D89C,5,bank1/D89C.c,D89C,FUN_CODE_d89c,no,1.00
bank1/D8B9.c,bank1,D8B9,15,bank1/D8B9.c,D8B9,FUN_CODE_d8b9,no,1.00
bank1/D8BC.c,bank1,D8BC,15,bank1/D8BC.c,D8BC,FUN_CODE_d8bc,no,1.00
bank1/D8F9.c,bank1,D8F9,18,bank1/D8F9.c,D8F9,FUN_CODE_d8f9,no,1.00
bank1/D946.c,bank1,D946,59,bank1/D946.c,D946,FUN_CODE_d946,no,1.00
bank1/DAAD.c,bank1,DAAD,9,bank1/DAAD.c,DAAD,FUN_CODE_daad,no,1.00
bank1/DACC.c,bank1,DACC,8,bank1/DACC.c,DACC,FUN_CODE_dacc,no,1.00
bank1/DB0B.c,bank1,DB0B,64,bank1/DB0B.c,DB0B,FUN_CODE_db0b,no,1.00
bank1/DC50.c,bank1,DC50,1,bank1/DC50.c,DC50,FUN_CODE_dc50,no,1.00
bank1/DC52.c,bank1,DC52,18,bank1/DC52.c,DC52,FUN_CODE_dc52,no,1.00
bank1/DE3C.c,bank1,DE3C,23,bank1/DE3C.c,DE3C,FUN_CODE_de3c,no,1.00
bank1/DE9E.c,bank1,DE9E,2,bank1/DE9E.c,DE9E,FUN_CODE_de9e,no,1.00
bank1/DEA5.c,bank1,DEA5,7,bank1/DEA5.c,DEA5,FUN_CODE_dea5,no,1.00
bank1/DEC4.c,bank1,DEC4,6,bank1/DEC4.c,DEC4,FUN_CODE_dec4,no,1.00
bank1/DEE8.c,bank1,DEE8,67,bank1/DEE8.c,DEE8,FUN_CODE_dee8,no,1.00
bank1/DEF1.c,bank1,DEF1,67,bank1/DEE8.c,DEE8,FUN_CODE_dee8,yes,0.99
bank1/E090.c,bank1,E090,12,bank1/DEE8.c,DEE8,FUN_CODE_dee8,yes,0.92
bank1/E0CE.c,bank1,E0CE,8,bank1/E0CE.c,E0CE,FUN_CODE_e0ce,no,1.00
bank1/E100.c,bank1,E100,40,bank1/E100.c,E100,FUN_CODE_e100,no,1.00
bank1/E1D7.c,bank1,E1D7,16,bank1/E1D7.c,E1D7,counter_tick_03ae_0560,no,1.00
bank1/E237.c,bank1,E237,13,bank1/E237.c,E237,gate_1c00_init_defaults,no,1.00
bank1/E27D.c,bank1,E27D,7,bank1/E237.c,E237,gate_1c00_init_defaults,yes,0.86
bank1/E2A0.c,bank1,E2A0,8,bank1/E2A0.c,E2A0,setup_0975_0976_0978_0979_call_c54c,no,1.00
bank1/E2C3.c,bank1,E2C3,4,bank1/E237.c,E237,gate_1c00_init_defaults,yes,1.00
bank1/E2D3.c,bank1,E2D3,44,bank1/E2D3.c,E2D3,dispatch_036c_low3_then_seed_1c00_block,no,1.00
bank1/E322.c,bank1,E322,4,bank1/E322.c,E322,FUN_CODE_e322,no,1.00
bank1/E332.c,bank1,E332,3,bank1/E332.c,E332,set_036c_to_4_jump_e490,no,1.00
bank1/E3B5.c,bank1,E3B5,14,bank1/E3B5.c,E3B5,copy_03cd_03ce_03cf_to_1c02_1c04_1c05,no,1.00
bank1/E490.c,bank1,E490,30,bank1/E490.c,E490,stage_1c00_block_from_code_table_indexed_03c4,no,1.00
bank1/E4E9.c,bank1,E4E9,10,bank1/E2D3.c,E2D3,dispatch_036c_low3_then_seed_1c00_block,yes,0.90
bank1/E4F9.c,bank1,E4F9,3,bank1/E4F9.c,E4F9,store_a_to_dptr_then_set_0680_4,no,1.00
bank1/E501.c,bank1,E501,12,bank1/E501.c,E501,reset_03c4_03af_and_clear_03a1_bit,no,1.00
bank1/E54F.c,bank1,E54F,9,bank1/E54F.c,E54F,increment_03af_clear_03a1_on_wrap,no,1.00
bank1/E57E.c,bank1,E57E,8,bank1/E57E.c,E57E,push_r7_call_e5d6_pop_r7,no,1.00
bank1/E582.c,bank1,E582,7,bank1/E582.c,E582,read_code_pair_by_r7_index_then_call_889e,no,1.00
bank1/E5A7.c,bank1,E5A7,12,bank1/E5A7.c,E5A7,copy_code_pair_to_3e0_plus_r7,no,1.00
bank1/E5D6.c,bank1,E5D6,14,bank1/E5D6.c,E5D6,FUN_CODE_e5d6,no,1.00
bank1/E656.c,bank1,E656,25,bank1/E656.c,E656,select_dptr_by_0491_7c0_then_dispatch,no,1.00
bank1/E6CB.c,bank1,E6CB,3,bank1/E6CB.c,E6CB,decrement_0365_and_0368_if_nonzero,no,1.00
bank1/E722.c,bank1,E722,5,bank1/E722.c,E722,write_r1_to_tmod_and_jump_8801,no,1.00
bank1/E768.c,bank1,E768,1,bank1/E768.c,E768,ret_no_op,no,1.00
bank1/E769.c,bank1,E769,3,bank1/E769.c,E769,clamp_r2r1_to_0420_above_3c0b,no,1.00
bank1/E781.c,bank1,E781,4,bank1/E781.c,E781,countdown_03a8_gated_by_0490_bit1,no,1.00
bank1/E8A4.c,bank1,E8A4,35,bank1/E8A4.c,E8A4,compute_097e_times_10_write_0386_0387,no,1.00
bank1/E924.c,bank1,E924,1,bank1/E924.c,E924,read_code_pair_at_r5_index,no,1.00
bank1/E931.c,bank1,E931,1,bank1/E931.c,E931,shared_return_point,no,1.00
bank1/E954.c,bank1,E954,11,bank1/E954.c,E954,unresolved_byte_stream_e954,no,1.00
bank1/E9CE.c,bank1,E9CE,120,bank1/E9CE.c,E9CE,FUN_CODE_e9ce,no,1.00
bank1/EAC3.c,bank1,EAC3,78,bank1/EAC3.c,EAC3,unresolved_byte_stream_eac3,no,1.00
bank1/ED02.c,bank1,ED02,246,bank1/ED02.c,ED02,data_run_1a_1e,no,1.00
bank1/ED3A.c,bank1,ED3A,220,bank1/ED3A.c,ED3A,data_run_2e_3e,no,1.00
bank1/EF26.c,bank1,EF26,12,bank1/EF26.c,EF26,data_run_33_34,no,1.00
bank1/EF32.c,bank1,EF32,11,bank1/EF26.c,EF26,data_run_33_34,yes,1.00
bank1/EFBC.c,bank1,EFBC,1,bank1/EFBC.c,EFBC,ret_stub_no_request_bit,no,1.00
bank1/EFBD.c,bank1,EFBD,5,bank1/EFBD.c,EFBD,tick_097d_call_88f0_at_c8,no,1.00
bank1/EFDA.c,bank1,EFDA,4,bank1/EFDA.c,EFDA,dispatch_index_3x_from_byte_00,no,1.00
bank1/F012.c,bank1,F012,1,bank1/F012.c,F012,table_efe8_row14_ljmp_f040,no,1.00
bank1/F018.c,bank1,F018,3,bank1/F018.c,F018,dispatch_via_table_f041,no,1.00
bank1/F022.c,bank1,F022,3,bank1/F022.c,F022,dispatch_via_table_f071,no,1.00
bank1/F02C.c,bank1,F02C,3,bank1/F02C.c,F02C,dispatch_via_table_f0a1,no,1.00
bank1/F030.c,bank1,F030,3,bank1/F030.c,F030,operand_of_mov_dptr_f02f,no,1.00
bank1/F036.c,bank1,F036,3,bank1/F036.c,F036,dispatch_via_table_f0d1,no,1.00
bank1/F040.c,bank1,F040,1,bank1/F040.c,F040,FUN_CODE_f040,no,1.00
bank1/F054.c,bank1,F054,3,bank1/F054.c,F054,mid_instruction_of_row_f053,no,1.00
bank1/F074.c,bank1,F074,1,bank1/F074.c,F074,table_f071_row01_ljmp_f127,no,1.00
bank1/F07D.c,bank1,F07D,1,bank1/F07D.c,F07D,table_f071_row04_ljmp_f127,no,1.00
bank1/F080.c,bank1,F080,1,bank1/F080.c,F080,table_f071_row05_ljmp_f127,no,1.00
bank1/F08C.c,bank1,F08C,1,bank1/F08C.c,F08C,table_f071_row09_ljmp_f127,no,1.00
bank1/F090.c,bank1,F090,3,bank1/F090.c,F090,mid_instruction_of_row_f08f,no,1.00
bank1/F0E4.c,bank1,F0E4,3,bank1/F0E4.c,F0E4,mid_instruction_of_row_f0e3,no,1.00
bank1/F0EE.c,bank1,F0EE,3,bank1/F0EE.c,F0EE,last_byte_of_row_f0ec,no,1.00
bank1/F101.c,bank1,F101,1,bank1/F101.c,F101,ret_stub_table_f041_row00,no,1.00
bank1/F102.c,bank1,F102,2,bank1/F102.c,F102,sjmp_f154,no,1.00
bank1/F104.c,bank1,F104,3,bank1/F104.c,F104,sjmp_f160,no,1.00
bank1/F106.c,bank1,F106,2,bank1/F106.c,F106,ljmp_f18a,no,1.00
bank1/F109.c,bank1,F109,14,bank1/F109.c,F109,ljmp_f196,no,1.00
bank1/F10C.c,bank1,F10C,1,bank1/F10C.c,F10C,ret_stub_table_f041_row05,no,1.00
bank1/F10D.c,bank1,F10D,5,bank1/F10D.c,F10D,ljmp_f219,no,1.00
bank1/F110.c,bank1,F110,6,bank1/F110.c,F110,ljmp_f246,no,1.00
bank1/F113.c,bank1,F113,4,bank1/F113.c,F113,forward_to_f275,no,1.00
bank1/F116.c,bank1,F116,5,bank1/F116.c,F116,forward_to_f290,no,1.00
bank1/F119.c,bank1,F119,5,bank1/F119.c,F119,forward_to_f2ad,no,1.00
bank1/F11C.c,bank1,F11C,4,bank1/F11C.c,F11C,forward_to_f2ca,no,1.00
bank1/F11F.c,bank1,F11F,5,bank1/F11F.c,F11F,forward_to_f2f3,no,1.00
bank1/F122.c,bank1,F122,1,bank1/F122.c,F122,bare_ret_f122,no,1.00
bank1/F123.c,bank1,F123,14,bank1/F123.c,F123,forward_to_f198,no,1.00
bank1/F126.c,bank1,F126,1,bank1/F126.c,F126,bare_ret_f126,no,1.00
bank1/F127.c,bank1,F127,1,bank1/F127.c,F127,bare_ret_f127,no,1.00
bank1/F128.c,bank1,F128,1,bank1/F128.c,F128,bare_ret_f128,no,1.00
bank1/F129.c,bank1,F129,4,bank1/F129.c,F129,store_00_ff_0d_to_0762_0764,no,1.00
bank1/F13C.c,bank1,F13C,1,bank1/F13C.c,F13C,bare_ret_f13c,no,1.00
bank1/F13D.c,bank1,F13D,1,bank1/F13D.c,F13D,bare_ret_f13d,no,1.00
bank1/F13E.c,bank1,F13E,1,bank1/F13E.c,F13E,bare_ret_f13e,no,1.00
bank1/F153.c,bank1,F153,1,bank1/F153.c,F153,bare_ret_f153,no,1.00
bank1/F154.c,bank1,F154,2,bank1/F154.c,F154,if_0440_nonzero_call_88f0_0a,no,1.00
bank1/F160.c,bank1,F160,3,bank1/F160.c,F160,toggle_045b_bit0_set_0709_bit0,no,1.00
bank1/F18A.c,bank1,F18A,2,bank1/F18A.c,F18A,if_0440_nonzero_call_88f0_0c,no,1.00
bank1/F196.c,bank1,F196,14,bank1/F196.c,F196,sjmp_to_f198,no,1.00
bank1/F198.c,bank1,F198,14,bank1/F198.c,F198,gate_045a_e0_bits_into_047b_0720_097a,no,1.00
bank1/F1F8.c,bank1,F1F8,5,bank1/F1F8.c,F1F8,FUN_CODE_f1f8,no,1.00
bank1/F219.c,bank1,F219,5,bank1/F219.c,F219,set_0636_0a_toggle_047b_02_set_097a_02,no,1.00
bank1/F246.c,bank1,F246,6,bank1/F246.c,F246,if_045a_bit4_set_toggle_047b_10_set_0637_0a,no,1.00
bank1/F275.c,bank1,F275,4,bank1/F275.c,F275,set_06ff_80_else_toggle_0471_80,no,1.00
bank1/F290.c,bank1,F290,5,bank1/F290.c,F290,if_06cd_zero_set_02_set_06ff_20,no,1.00
bank1/F2AD.c,bank1,F2AD,5,bank1/F2AD.c,F2AD,if_06cd_zero_set_02_set_06ff_40,no,1.00
bank1/F2CA.c,bank1,F2CA,4,bank1/F2CA.c,F2CA,dec_0443_low3_unless_0440_5_6_7,no,1.00
bank1/F2F3.c,bank1,F2F3,5,bank1/F2F3.c,F2F3,inc_0443_low3_unless_0440_5_6_7,no,1.00
bank1/F3B8.c,bank1,F3B8,4,bank1/F3B8.c,F3B8,if_04fe_bit7_clear_call_f3d7_f416_f436,no,1.00
bank1/F3C9.c,bank1,F3C9,2,bank1/F3C9.c,F3C9,set_r3_22_or_44_from_0456_bit6,no,1.00
bank1/F3D7.c,bank1,F3D7,12,bank1/F3D7.c,F3D7,store_scaled_quotient_0449,no,1.00
bank1/F416.c,bank1,F416,6,bank1/F416.c,F416,scale_0438_into_0448,no,1.00
bank1/F436.c,bank1,F436,8,bank1/F436.c,F436,halve_sum_into_044c,no,1.00
bank1/F512.c,bank1,F512,10,bank1/F512.c,F512,unimplemented_ff_fill_f512,no,1.00
bank1/F70D.c,bank1,F70D,10,bank1/F70D.c,F70D,unimplemented_ff_fill_f70d,no,1.00
bank1/F727.c,bank1,F727,10,bank1/F727.c,F727,unimplemented_ff_fill_f727,no,1.00
bank1/F73E.c,bank1,F73E,10,bank1/F73E.c,F73E,unimplemented_ff_fill_f73e,no,1.00
bank1/F902.c,bank1,F902,10,bank1/F902.c,F902,unimplemented_ff_fill_f902,no,1.00
bank1/FF17.c,bank1,FF17,10,bank1/FF17.c,FF17,unimplemented_ff_fill_ff17,no,1.00
bank1/FF63.c,bank1,FF63,10,bank1/FF63.c,FF63,unimplemented_ff_fill_ff63,no,1.00
common/0000.c,common,0000,10,common/0000.c,0000,reset_vector_forwarder_to_0070,no,1.00
common/0003.c,common,0003,1,common/0003.c,0003,int0_vector_forwarder_to_052f,no,1.00
common/0007.c,common,0007,2,common/0007.c,0007,table_entry_to_1150,no,1.00
common/000B.c,common,000B,4,common/000B.c,000B,timer0_vector_forwarder_to_0530,no,1.00
common/000E.c,common,000E,2,common/000E.c,000E,table_entry_to_1156,no,1.00
common/0012.c,common,0012,1,common/0012.c,0012,ret_only_0012,no,1.00
common/0013.c,common,0013,10,common/0013.c,0013,int1_vector_forwarder_to_0556,no,1.00
common/0016.c,common,0016,2,common/0016.c,0016,table_entry_to_115c,no,1.00
common/0019.c,common,0019,1,common/0019.c,0019,FUN_CODE_0019,no,1.00
common/001A.c,common,001A,1,common/001A.c,001A,ret_only_001a,no,1.00
common/001B.c,common,001B,5,common/001B.c,001B,timer1_vector_forwarder_to_05b6,no,1.00
common/001E.c,common,001E,2,common/001E.c,001E,table_entry_to_1162,no,1.00
common/0022.c,common,0022,1,common/0022.c,0022,ret_only_0022,no,1.00
common/0023.c,common,0023,1,common/0023.c,0023,serial0_vector_forwarder_to_05e6,no,1.00
common/0026.c,common,0026,2,common/0026.c,0026,table_entry_to_1168,no,1.00
common/002A.c,common,002A,1,common/002A.c,002A,ret_only_002a,no,1.00
common/002B.c,common,002B,1,common/002B.c,002B,table_entry_to_05e7,no,1.00
common/002E.c,common,002E,2,common/002E.c,002E,FUN_CODE_002e,no,1.00
common/0046.c,common,0046,56,common/0046.c,0046,FUN_CODE_0046,no,1.00
common/0064.c,common,0064,3,common/0064.c,0064,FUN_CODE_0064,no,1.00
common/0070.c,common,0070,10,common/0070.c,0070,reset_entry_stack_bank0_then_code_init,no,1.00
common/00CF.c,common,00CF,42,common/00CF.c,00CF,walk_code_table_6f39,no,1.00
common/00E1.c,common,00E1,39,common/00E1.c,00E1,FUN_CODE_00e1,no,1.00
common/00E4.c,common,00E4,39,common/00E4.c,00E4,FUN_CODE_00e4,no,1.00
common/011C.c,common,011C,5,common/011C.c,011C,FUN_CODE_011c,no,1.00
common/012F.c,common,012F,18,common/012F.c,012F,chan_init_170a_then_jmp_11b6,no,1.00
common/018C.c,common,018C,17,common/018C.c,018C,chan_init_1709_then_jmp_11bc,no,1.00
common/01EC.c,common,01EC,2,common/01EC.c,01EC,thunk_FUN_CODE_11e6,no,1.00
common/0200.c,common,0200,33,common/0200.c,0200,post_05e8_init_1042_16e7,no,1.00
common/0213.c,common,0213,29,common/0200.c,0200,post_05e8_init_1042_16e7,yes,0.97
common/029B.c,common,029B,18,common/029B.c,029B,chan_init_1708_then_jmp_11c2,no,1.00
common/0402.c,common,0402,3,common/0402.c,0402,FUN_CODE_0402,no,1.00
common/0408.c,common,0408,9,common/0408.c,0408,FUN_CODE_0408,no,1.00
common/0444.c,common,0444,2,common/0444.c,0444,FUN_CODE_0444,no,1.00
common/0485.c,common,0485,2,common/0485.c,0485,thunk_FUN_CODE_149e,no,1.00
common/04C8.c,common,04C8,2,common/04C8.c,04C8,FUN_CODE_04c8,no,1.00
common/0504.c,common,0504,45,common/0504.c,0504,FUN_CODE_0504,no,1.00
common/0512.c,common,0512,1,common/0512.c,0512,int0_vector_forwarder_to_052f,no,1.00
common/051D.c,common,051D,1,common/051D.c,051D,FUN_CODE_051d,no,1.00
common/052F.c,common,052F,1,common/052F.c,052F,int0_target_is_one_byte_reti,no,1.00
common/0530.c,common,0530,4,common/0530.c,0530,timer0_target_decrements_xdata_0a00,no,1.00
common/0556.c,common,0556,10,common/0556.c,0556,int1_target_six_calls_14c8_012f_018c_029b_7110_7177,no,1.00
common/05B6.c,common,05B6,5,common/05B6.c,05B6,timer1_target_splits_internal_ram_41_on_carry,no,1.00
common/05E6.c,common,05E6,1,common/05E6.c,05E6,serial0_target_is_one_byte_reti,no,1.00
common/05E7.c,common,05E7,1,common/05E7.c,05E7,FUN_CODE_05e7,no,1.00
common/05E8.c,common,05E8,3,common/05E8.c,05E8,critical_section_enter_05e8,no,1.00
common/05EF.c,common,05EF,2,common/05EF.c,05EF,critical_section_exit_05ef,no,1.00
common/05F2.c,common,05F2,2,common/05F2.c,05F2,FUN_CODE_05f2,no,1.00
common/05FA.c,common,05FA,3,common/05FA.c,05FA,FUN_CODE_05fa,no,1.00
common/0609.c,common,0609,14,common/0609.c,0609,FUN_CODE_0609,no,1.00
common/063C.c,common,063C,7,common/063C.c,063C,FUN_CODE_063c,no,1.00
common/0690.c,common,0690,1,common/0690.c,0690,FUN_CODE_0690,no,1.00
common/0703.c,common,0703,9,common/0703.c,0703,FUN_CODE_0703,no,1.00
common/0712.c,common,0712,9,common/0712.c,0712,FUN_CODE_0712,no,1.00
common/0713.c,common,0713,6,common/0713.c,0713,FUN_CODE_0713,no,1.00
common/07B6.c,common,07B6,5,common/07B6.c,07B6,FUN_CODE_07b6,no,1.00
common/07C1.c,common,07C1,4,common/07B6.c,07B6,FUN_CODE_07b6,yes,1.00
common/07D0.c,common,07D0,6,common/07D0.c,07D0,FUN_CODE_07d0,no,1.00
common/07D6.c,common,07D6,5,common/07D6.c,07D6,FUN_CODE_07d6,no,1.00
common/07E7.c,common,07E7,4,common/07E7.c,07E7,FUN_CODE_07e7,no,1.00
common/07F0.c,common,07F0,2,common/07F0.c,07F0,inc_xdata_0043_return_new,no,1.00
common/07F8.c,common,07F8,3,common/07F8.c,07F8,FUN_CODE_07f8,no,1.00
common/0806.c,common,0806,22,common/0806.c,0806,FUN_CODE_0806,no,1.00
common/0859.c,common,0859,3,common/0859.c,0859,FUN_CODE_0859,no,1.00
common/0862.c,common,0862,3,common/0862.c,0862,FUN_CODE_0862,no,1.00
common/086B.c,common,086B,3,common/086B.c,086B,FUN_CODE_086b,no,1.00
common/0877.c,common,0877,3,common/0902.c,0902,FUN_CODE_0902,yes,1.00
common/0883.c,common,0883,1,common/0883.c,0883,FUN_CODE_0883,no,1.00
common/0884.c,common,0884,2,common/0884.c,0884,FUN_CODE_0884,no,1.00
common/0896.c,common,0896,3,common/0896.c,0896,FUN_CODE_0896,no,1.00
common/08A0.c,common,08A0,4,common/08A0.c,08A0,FUN_CODE_08a0,no,1.00
common/08B0.c,common,08B0,6,common/08B0.c,08B0,FUN_CODE_08b0,no,1.00
common/08CD.c,common,08CD,1,common/08CD.c,08CD,FUN_CODE_08cd,no,1.00
common/08CE.c,common,08CE,1,common/08CE.c,08CE,FUN_CODE_08ce,no,1.00
common/08CF.c,common,08CF,1,common/08CF.c,08CF,FUN_CODE_08cf,no,1.00
common/08D0.c,common,08D0,4,common/08D0.c,08D0,FUN_CODE_08d0,no,1.00
common/08E0.c,common,08E0,3,common/08E0.c,08E0,FUN_CODE_08e0,no,1.00
common/0902.c,common,0902,10,common/0902.c,0902,FUN_CODE_0902,no,1.00
common/0921.c,common,0921,9,common/0921.c,0921,FUN_CODE_0921,no,1.00
common/0937.c,common,0937,3,common/0937.c,0937,FUN_CODE_0937,no,1.00
common/0950.c,common,0950,8,common/0950.c,0950,FUN_CODE_0950,no,1.00
common/0979.c,common,0979,8,common/0979.c,0979,FUN_CODE_0979,no,1.00
common/09A2.c,common,09A2,7,common/09A2.c,09A2,FUN_CODE_09a2,no,1.00
common/09E9.c,common,09E9,7,common/09E9.c,09E9,FUN_CODE_09e9,no,1.00
common/0A04.c,common,0A04,10,common/0A04.c,0A04,FUN_CODE_0a04,no,1.00
common/0A12.c,common,0A12,8,common/0A04.c,0A04,FUN_CODE_0a04,yes,1.00
common/0A39.c,common,0A39,4,common/0A39.c,0A39,FUN_CODE_0a39,no,1.00
common/0A5A.c,common,0A5A,7,common/0A5A.c,0A5A,FUN_CODE_0a5a,no,1.00
common/0A74.c,common,0A74,3,common/0A74.c,0A74,FUN_CODE_0a74,no,1.00
common/0A7F.c,common,0A7F,14,common/0A7F.c,0A7F,FUN_CODE_0a7f,no,1.00
common/0AD8.c,common,0AD8,2,common/0AD8.c,0AD8,FUN_CODE_0ad8,no,1.00
common/0ADC.c,common,0ADC,11,common/0ADC.c,0ADC,FUN_CODE_0adc,no,1.00
common/0B25.c,common,0B25,11,common/0B25.c,0B25,FUN_CODE_0b25,no,1.00
common/0B5F.c,common,0B5F,15,common/0B5F.c,0B5F,FUN_CODE_0b5f,no,1.00
common/0BC8.c,common,0BC8,2,common/0BC8.c,0BC8,FUN_CODE_0bc8,no,1.00
common/0BDB.c,common,0BDB,2,common/0BDB.c,0BDB,FUN_CODE_0bdb,no,1.00
common/0C6D.c,common,0C6D,1,common/0C6D.c,0C6D,FUN_CODE_0c6d,no,1.00
common/0C7A.c,common,0C7A,2,common/0C7A.c,0C7A,clear_low_nibble_of_1304,no,1.00
common/0C86.c,common,0C86,32,common/0C86.c,0C86,FUN_CODE_0c86,no,1.00
common/0D49.c,common,0D49,1,common/0D49.c,0D49,FUN_CODE_0d49,no,1.00
common/0D4A.c,common,0D4A,4,common/0D4A.c,0D4A,FUN_CODE_0d4a,no,1.00
common/0D78.c,common,0D78,2,common/0D78.c,0D78,thunk_FUN_CODE_2819,no,1.00
common/0D7B.c,common,0D7B,44,common/0D7B.c,0D7B,FUN_CODE_0d7b,no,1.00
common/0DF7.c,common,0DF7,5,common/1602.c,1602,FUN_CODE_1602,yes,1.00
common/0E04.c,common,0E04,5,common/1602.c,1602,FUN_CODE_1602,yes,1.00
common/0E1E.c,common,0E1E,4,common/0E1E.c,0E1E,FUN_CODE_0e1e,no,1.00
common/0E2E.c,common,0E2E,3,common/0E2E.c,0E2E,FUN_CODE_0e2e,no,1.00
common/0E34.c,common,0E34,2,common/0E34.c,0E34,thunk_FUN_CODE_153a,no,1.00
