addr,program,spelled_as,span_group,cluster_id,refs,read,write,read+write,passed-to-call,address-taken,readers,writers,functions_touched,single_function,name,functions,cluster_key
0x0845,both,DAT_EXTMEM,0x0843-0x0846,main-ec-017,14,9,4,1,0,0,5,2,5,no,,bank1:0x8AE5=probe_159a_19f0_0983_then_dispatch [dispatch]; bank1:0x8B01=load_dptr_097f [reader]; bank1:0x8B04=countdown_06c0_latch_097f_bit0 [state]; bank1:0xA9B4=step_state_0845 [state]; pd:0xC0EF=store_0845_0847_then_return_ff_or_00 [gate],k8752aa6b045e
0x0846,both,DAT_EXTMEM,0x0843-0x0846,main-ec-328,7,4,1,0,2,0,3,1,3,no,,common:0x1BF3=FUN_CODE_1bf3; common:0x1C00=FUN_CODE_1c00; pd:0xC0EF=store_0845_0847_then_return_ff_or_00 [gate],kfe35f500dbd2
0x0847,pd,DAT_EXTMEM,0x0845-0x084A,pd-008,5,2,1,0,2,0,1,1,1,yes,,pd:0xC0EF=store_0845_0847_then_return_ff_or_00 [gate],k99a2c27c4ade
0x0848,both,DAT_EXTMEM,0x0848-0x0848,main-ec-077,12,7,1,4,0,0,5,5,6,no,,bank1:0xAD85=forwarder_to_b33b [forwarder]; bank1:0xB33B=FUN_CODE_b33b; bank1:0xB841=arm_05f2_countdown_0575_clears_0490 [state]; bank1:0xB98D=threshold_dispatch_0438_by_0491 [dispatch]; bank1:0xD946=FUN_CODE_d946; pd:0xC0EF=store_0845_0847_then_return_ff_or_00 [gate],k53bc20ceaa56
0x0849,pd,DAT_EXTMEM,0x0845-0x084A,pd-003,1,0,1,0,0,0,0,1,1,yes,,pd:0x821B=fill_0849_0857_block [writer],k276a0a6818c4
0x084A,pd,DAT_EXTMEM,0x0845-0x084A,pd-003,1,0,1,0,0,0,0,1,1,yes,,pd:0x821B=fill_0849_0857_block [writer],k276a0a6818c4
0x084C,both,DAT_EXTMEM,0x084C-0x084C,main-ec-001,7,5,1,1,0,0,2,2,3,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; pd:0x821B=fill_0849_0857_block [writer]; pd:0xF407=zero_084c_call_8814_821b [writer],k7497cf885614
0x084E,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-003,18,12,3,3,0,0,3,3,3,no,,bank1:0x9081=count_down_06e4_and_toggle_06e3 [state]; bank1:0x90B0=forward_to_90b8 [forwarder]; bank1:0x90B8=step_counter_084e_dispatch [dispatch],ka39cda99615f
0x084F,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-231,12,7,0,5,0,0,4,4,4,no,,bank0:0xA312=gate_0494_then_dispatch_0851_and_7 [dispatch]; bank0:0xA844=update_0476_flags [state]; bank0:0xBBA4=mask_0476_with_1f [writer]; bank0:0xBBAB=clear_084f_bit0 [writer],k5dcc67487b36
0x0850,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-362,1,0,1,0,0,0,0,1,1,yes,,bank0:0x9041=store_r7_to_0850_then_jump_1648 [forwarder],k9e9c2fe22cc7
0x0851,both,DAT_EXTMEM,0x084E-0x085B,main-ec-300,5,2,1,1,0,1,1,2,2,no,,bank0:0xA312=gate_0494_then_dispatch_0851_and_7 [dispatch]; pd:0x821B=fill_0849_0857_block [writer],k3c65371e4baa
0x0852,both,DAT_EXTMEM,0x084E-0x085B,main-ec-026,17,7,4,3,3,0,4,4,5,no,,bank0:0xA426=FUN_CODE_a426; bank0:0xA663=gate_0767_06e6_0741_then_dispatch_076f [dispatch]; bank0:0xA678=forward_to_a426 [forwarder]; bank0:0xBB6A=fill_0852_0854_with_ff [writer]; pd:0x56ED=read_xdata_0852 [reader],k776555ac7100
0x0853,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-026,16,6,4,3,3,0,3,4,4,no,,bank0:0xA426=FUN_CODE_a426; bank0:0xA663=gate_0767_06e6_0741_then_dispatch_076f [dispatch]; bank0:0xA678=forward_to_a426 [forwarder]; bank0:0xBB6A=fill_0852_0854_with_ff [writer],k776555ac7100
0x0854,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-026,19,9,7,0,3,0,3,4,4,no,,bank0:0xA426=FUN_CODE_a426; bank0:0xA663=gate_0767_06e6_0741_then_dispatch_076f [dispatch]; bank0:0xA678=forward_to_a426 [forwarder]; bank0:0xBB6A=fill_0852_0854_with_ff [writer],k776555ac7100
0x0855,both,DAT_EXTMEM,0x084E-0x085B,main-ec-145,4,0,3,0,1,0,0,3,4,no,,bank0:0xBB11=mod_100_of_be16_0855 [math]; bank0:0xBB6A=fill_0852_0854_with_ff [writer]; bank0:0xBB78=zero_0855_0856 [writer]; pd:0x821B=fill_0849_0857_block [writer],k1a595ae5e31b
0x0856,both,DAT_EXTMEM,0x084E-0x085B,main-ec-145,5,0,4,0,1,0,0,4,5,no,,bank0:0xBB11=mod_100_of_be16_0855 [math]; bank0:0xBB6A=fill_0852_0854_with_ff [writer]; bank0:0xBB78=zero_0855_0856 [writer]; pd:0x821B=fill_0849_0857_block [writer]; pd:0xE458=store_07d8_and_dispatch_07da [dispatch],k1a595ae5e31b
0x0857,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-144,3,1,2,0,0,0,1,2,3,no,,bank0:0xA71A=clear_0857_and_076f [writer]; bank0:0xA725=write_0857_from_acc [writer]; bank0:0xBB88=sub_19_from_0857 [math],kecfed5e8cf2e
0x0858,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-136,4,3,0,1,0,0,1,1,1,yes,,bank0:0xA2E0=step_0859_then_toggle_0858_bit0 [state],k0121504b8669
0x0859,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-136,4,2,1,1,0,0,1,1,1,yes,,bank0:0xA2E0=step_0859_then_toggle_0858_bit0 [state],k0121504b8669
0x085A,main-ec,DAT_EXTMEM,0x084E-0x085B,main-ec-316,3,2,1,0,0,0,1,1,1,yes,,bank1:0x9733=sync_085a_from_iram28_and_call_896a [state],k06671aaead86
0x085B,main-ec,symbol,0x084E-0x085B,main-ec-002,127,85,0,42,0,0,43,42,43,no,XDATA_085B,bank1:0x8001=decrement_nonzero_xdata_counters [writer]; bank1:0x8004=read_06c6 [reader]; bank1:0x8005=skip_06c6_decrement [logic]; bank1:0x8007=dec_06c6_value [math]; bank1:0x8008=store_06c6_decrement [writer]; bank1:0x8009=select_06cd [logic]; bank1:0x800C=read_06cd [reader]; bank1:0x800D=skip_06cd_decrement [logic]; bank1:0x800F=dec_06cd_value [math]; bank1:0x8010=store_06cd_decrement [writer]; bank1:0x8011=select_06d1 [logic]; bank1:0x8014=read_06d1_and_test_zero [reader]; bank1:0x8017=dec_06d1_value [math]; bank1:0x8018=store_acc_to_xdata_dptr_8018 [writer]; bank1:0x8019=load_dptr_06d2 [reader]; bank1:0x801C=read_xdata_dptr_801c [reader]; bank1:0x801D=branch_if_acc_zero_to_8021 [gate]; bank1:0x801F=dec_acc_801f [math]; bank1:0x8020=store_acc_to_xdata_dptr_8020 [writer]; bank1:0x8021=load_dptr_06f3 [reader]; bank1:0x8024=read_xdata_dptr_8024 [reader]; bank1:0x8025=branch_if_acc_zero_to_8029 [gate]; bank1:0x8027=dec_acc_8027 [math]; bank1:0x8028=store_acc_and_load_dptr_0635 [writer]; bank1:0x802C=read_xdata_dptr_802c [reader]; bank1:0x802D=branch_if_acc_zero_to_8031 [gate]; bank1:0x802F=dec_acc_802f [math]; bank1:0x8030=store_acc_to_xdata_dptr_8030 [writer]; bank1:0x8031=load_dptr_0636_and_read [reader]; bank1:0x8035=branch_if_acc_zero_to_8039 [gate]; bank1:0x8037=dec_store_and_load_dptr_0637 [writer]; bank1:0x803C=test_and_decrement_0638_after_prior_byte [writer]; bank1:0x8048=store_acc_and_read_0639 [writer]; bank1:0x804D=dec_then_test_063a_with_sign_guard [writer]; bank1:0x8060=branch_if_acc_zero_to_8064 [gate]; bank1:0x8062=dec_store_then_test_and_dec_07f6 [writer]; bank1:0x806C=reload_06d6_with_9_or_return_early [writer]; bank1:0x807E=dec_06c3_and_dec_06d8_gated_on_0440 [writer]; bank1:0x8096=dec_06d9_only_if_both_calls_return_zero [writer]; bank1:0x80AA=dec_timers_06da_08e4_055f_09ce_070b [writer]; bank1:0x80D6=clear_0460_0468_when_0706_reaches_zero [writer]; bank1:0x80EF=dec_timers_and_set_expiry_flags [writer]; bank1:0x94A8=lookup_94a0_table_by_0620_low3 [logic],k733222e83898
0x085C,pd,DAT_EXTMEM,0x085C-0x085C,pd-007,2,1,0,0,0,1,1,0,1,yes,,pd:0xA339=stash_args_dispatch_code_table [dispatch],kb127f75e6ffa
0x085F,main-ec,DAT_EXTMEM,0x085F-0x086F,main-ec-001,13,6,7,0,0,0,3,3,3,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0x888D=fan_table_mailbox_handler [dispatch]; bank0:0x8931=threshold_cascade_from_08eb_085f [unresolved],k7497cf885614
0x0860,main-ec,symbol,0x085F-0x086F,main-ec-003,17,14,2,0,1,0,1,2,3,no,XDATA_0860,bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD281=set_0860_ff_then_d284 [writer]; bank0:0xD289=clear_0860 [writer],ka39cda99615f
0x0861,main-ec,DAT_EXTMEM,0x085F-0x086F,main-ec-329,2,2,0,0,0,0,2,0,2,no,,bank0:0xD2CB=store_a_to_1c05_then_d2d2 [writer]; bank0:0xD2D2=write_ff_to_dptr_return_0861 [writer],k704badaa7c06
0x0862,main-ec,symbol,0x085F-0x086F,main-ec-003,3,3,0,0,0,0,3,0,3,no,XDATA_0862,bank0:0xD2DA=stage_1c03_1c02_1c01 [writer]; bank0:0xD2EF=stage_0862_0865_into_1c12_1c14 [copy]; bank0:0xD304=stage_0862_0865_into_1c36_1c38 [copy],ka39cda99615f
0x0863,main-ec,DAT_EXTMEM,0x085F-0x086F,main-ec-102,1,1,0,0,0,0,1,0,1,yes,,bank0:0xD091=dispatch_on_0860 [dispatch],k140ceae82ddd
0x0864,main-ec,DAT_EXTMEM,0x085F-0x086F,main-ec-102,2,0,1,0,1,0,0,1,2,no,,bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD27A=store_dp_to_0864_then_d289 [writer],k140ceae82ddd
0x0865,main-ec,symbol,0x085F-0x086F,main-ec-003,10,4,6,0,0,0,4,2,6,no,XDATA_0865,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xBBF2=sub_0866_from_0865 [math]; bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD2DA=stage_1c03_1c02_1c01 [writer]; bank0:0xD2EF=stage_0862_0865_into_1c12_1c14 [copy]; bank0:0xD304=stage_0862_0865_into_1c36_1c38 [copy],ka39cda99615f
0x0866,main-ec,symbol,0x085F-0x086F,main-ec-003,13,3,7,0,0,3,3,2,5,no,XDATA_0866,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xBBF2=sub_0866_from_0865 [math]; bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD289=clear_0860 [writer]; bank0:0xD28E=copy_0866_86b_to_1c04_1c3a [copy],ka39cda99615f
0x0867,main-ec,symbol,0x085F-0x086F,main-ec-003,10,3,7,0,0,0,3,2,5,no,XDATA_0867,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xBD34=sub_dptr_byte_from_0867 [math]; bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD289=clear_0860 [writer]; bank0:0xD28E=copy_0866_86b_to_1c04_1c3a [copy],ka39cda99615f
0x0868,main-ec,symbol,0x085F-0x086F,main-ec-003,10,3,7,0,0,0,3,2,5,no,XDATA_0868,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xBD3D=sub_dptr_byte_from_0868 [math]; bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD289=clear_0860 [writer]; bank0:0xD28E=copy_0866_86b_to_1c04_1c3a [copy],ka39cda99615f
0x0869,main-ec,symbol,0x085F-0x086F,main-ec-003,13,8,5,0,0,0,3,2,4,no,XDATA_0869,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD289=clear_0860 [writer]; bank0:0xD28E=copy_0866_86b_to_1c04_1c3a [copy],ka39cda99615f
0x086A,main-ec,symbol,0x085F-0x086F,main-ec-003,3,2,1,0,0,0,2,1,3,no,XDATA_086A,bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD289=clear_0860 [writer]; bank0:0xD28E=copy_0866_86b_to_1c04_1c3a [copy],ka39cda99615f
0x086B,main-ec,symbol,0x085F-0x086F,main-ec-003,22,12,8,0,0,2,4,2,5,no,XDATA_086B,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state]; bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xD091=dispatch_on_0860 [dispatch]; bank0:0xD289=clear_0860 [writer]; bank0:0xD28E=copy_0866_86b_to_1c04_1c3a [copy],ka39cda99615f
0x086C,main-ec,DAT_EXTMEM,0x085F-0x086F,main-ec-001,26,12,12,0,0,2,7,6,9,no,,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0x888D=fan_table_mailbox_handler [dispatch]; bank0:0x8931=threshold_cascade_from_08eb_085f [unresolved]; bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state]; bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xBC7B=load_dptr_0a47_then_nothing [unresolved]; bank0:0xBC7E=store_a_then_read_086c_set_cy [writer]; bank0:0xD2BF=set_dptr_1c00_then_d2c2 [reader]; bank0:0xD2C2=copy_dp_to_086c_return_masked_7e [reader],k7497cf885614
0x086D,main-ec,symbol,0x085F-0x086F,main-ec-003,2,2,0,0,0,0,1,0,1,yes,XDATA_086D,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state],ka39cda99615f
0x086E,main-ec,symbol,0x085F-0x086F,main-ec-003,7,1,3,0,0,3,1,1,2,no,XDATA_086E,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state]; bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math],ka39cda99615f
0x086F,main-ec,DAT_EXTMEM,0x085F-0x086F,main-ec-045,24,15,3,6,0,0,8,8,8,no,,bank0:0xA97B=dispatch_on_06e6_and_0741 [dispatch]; bank0:0xAC4A=toggle_08e2_bit4 [state]; bank0:0xC55F=FUN_CODE_c55f; bank0:0xC5BD=FUN_CODE_c5bd; bank1:0x8300=clear_and_set_xdata_flag_bits [state]; bank1:0x976E=clear_0480_bit0_then_step_05f1_countdown [state]; bank1:0x9817=enter_state_0480_05f1_06d9 [state]; bank1:0xA841=dispatch_086f_event_bits [dispatch],kf0dd4856861a
0x0872,main-ec,DAT_EXTMEM,0x0872-0x0875,main-ec-003,3,2,1,0,0,0,1,1,2,no,,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xA00E=seed_0872_087a_088a_then_select_level [state],ka39cda99615f
0x0873,main-ec,DAT_EXTMEM,0x0872-0x0875,main-ec-001,26,13,12,0,1,0,8,7,10,no,,bank0:0x95DD=fill_08xx_from_code_table [copy]; bank0:0x96AD=apply_oem_overrides_then_fill_08xx [copy]; bank0:0x98FB=set_0985_bit4 [writer]; bank0:0x9902=clamp_08ac_up_to_08bb [math]; bank0:0x9917=dispatch_on_0a50 [dispatch]; bank0:0x99A7=clamp_0a53_0a54_down_to_08c4_08c5 [math]; bank0:0x99ED=copy_08c7_08c8_08c9_into_087x [copy]; bank0:0x9AAD=FUN_CODE_9aad; bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xBC26=copy_0a53_to_0873_and_0a54_to_087b [copy],k7497cf885614
0x0874,main-ec,DAT_EXTMEM,0x0872-0x0875,main-ec-003,4,3,1,0,0,0,2,1,2,no,,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank1:0x94A8=lookup_94a0_table_by_0620_low3 [logic],ka39cda99615f
0x0875,main-ec,DAT_EXTMEM,0x0872-0x0875,main-ec-012,3,2,1,0,0,0,2,1,3,no,,bank0:0xB5D3=FUN_CODE_b5d3; bank0:0xBDA5=set_cy_fallthrough_to_bda6 [unresolved]; bank0:0xBDA6=sub_code_byte_from_x0875 [math],k66512c56e77b
0x087A,main-ec,DAT_EXTMEM,0x087A-0x087C,main-ec-125,6,2,4,0,0,0,1,4,5,no,,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xA00E=seed_0872_087a_088a_then_select_level [state]; bank0:0xA139=FUN_CODE_a139; bank0:0xA1A8=set_state_bytes_then_0xa1c8 [writer]; bank0:0xA1C8=select_code_table_entry_and_store_0872_087a_088a [dispatch],k25b651b0e92d
0x087B,main-ec,DAT_EXTMEM,0x087A-0x087C,main-ec-001,24,12,12,0,0,0,8,7,10,no,,bank0:0x95DD=fill_08xx_from_code_table [copy]; bank0:0x96AD=apply_oem_overrides_then_fill_08xx [copy]; bank0:0x98FB=set_0985_bit4 [writer]; bank0:0x9902=clamp_08ac_up_to_08bb [math]; bank0:0x9917=dispatch_on_0a50 [dispatch]; bank0:0x99A7=clamp_0a53_0a54_down_to_08c4_08c5 [math]; bank0:0x99ED=copy_08c7_08c8_08c9_into_087x [copy]; bank0:0x9AAD=FUN_CODE_9aad; bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xBC26=copy_0a53_to_0873_and_0a54_to_087b [copy],k7497cf885614
0x087C,main-ec,DAT_EXTMEM,0x087A-0x087C,main-ec-003,3,2,1,0,0,0,1,1,2,no,,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank1:0x94A8=lookup_94a0_table_by_0620_low3 [logic],ka39cda99615f
0x088A,main-ec,DAT_EXTMEM,0x088A-0x088B,main-ec-003,3,2,1,0,0,0,1,1,2,no,,bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math]; bank0:0xA00E=seed_0872_087a_088a_then_select_level [state],ka39cda99615f
0x088B,main-ec,DAT_EXTMEM,0x088A-0x088B,main-ec-140,4,2,2,0,0,0,1,2,3,no,,bank0:0x99ED=copy_08c7_08c8_08c9_into_087x [copy]; bank0:0x9A00=copy_dptr_to_088b_and_08bb_to_08ba [copy]; bank0:0x9D9B=compute_level_blocks_086b_086c_086e [math],kc7f3cfc3b1fa
0x0890,main-ec,symbol,0x0890-0x0890,main-ec-002,106,70,2,34,0,0,36,36,36,no,XDATA_0890,bank0:0xA312=gate_0494_then_dispatch_0851_and_7 [dispatch]; bank0:0xA374=send_f381_then_set_0890_to_0a [writer]; bank1:0x8001=decrement_nonzero_xdata_counters [writer]; bank1:0x8004=read_06c6 [reader]; bank1:0x8005=skip_06c6_decrement [logic]; bank1:0x8007=dec_06c6_value [math]; bank1:0x8008=store_06c6_decrement [writer]; bank1:0x8009=select_06cd [logic]; bank1:0x800C=read_06cd [reader]; bank1:0x800D=skip_06cd_decrement [logic]; bank1:0x800F=dec_06cd_value [math]; bank1:0x8010=store_06cd_decrement [writer]; bank1:0x8011=select_06d1 [logic]; bank1:0x8014=read_06d1_and_test_zero [reader]; bank1:0x8017=dec_06d1_value [math]; bank1:0x8018=store_acc_to_xdata_dptr_8018 [writer]; bank1:0x8019=load_dptr_06d2 [reader]; bank1:0x801C=read_xdata_dptr_801c [reader]; bank1:0x801D=branch_if_acc_zero_to_8021 [gate]; bank1:0x801F=dec_acc_801f [math]; bank1:0x8020=store_acc_to_xdata_dptr_8020 [writer]; bank1:0x8021=load_dptr_06f3 [reader]; bank1:0x8024=read_xdata_dptr_8024 [reader]; bank1:0x8025=branch_if_acc_zero_to_8029 [gate]; bank1:0x8027=dec_acc_8027 [math]; bank1:0x8028=store_acc_and_load_dptr_0635 [writer]; bank1:0x802C=read_xdata_dptr_802c [reader]; bank1:0x802D=branch_if_acc_zero_to_8031 [gate]; bank1:0x802F=dec_acc_802f [math]; bank1:0x8030=store_acc_to_xdata_dptr_8030 [writer]; bank1:0x8031=load_dptr_0636_and_read [reader]; bank1:0x8035=branch_if_acc_zero_to_8039 [gate]; bank1:0x8037=dec_store_and_load_dptr_0637 [writer]; bank1:0x803C=test_and_decrement_0638_after_prior_byte [writer]; bank1:0x8048=store_acc_and_read_0639 [writer]; bank1:0x804D=dec_then_test_063a_with_sign_guard [writer],k733222e83898
0x0893,main-ec,DAT_EXTMEM,0x0893-0x089A,main-ec-003,4,2,1,1,0,0,1,1,1,yes,,bank0:0x9CA6=gate_06e6_442_then_sync_046a_from_086b [state],ka39cda99615f
0x0894,main-ec,DAT_EXTMEM,0x0893-0x089A,main-ec-018,4,2,1,1,0,0,1,1,1,yes,,bank1:0x9202=step_0628_nibble_against_92dc_table [logic],kaed8fb28e30d
0x0895,main-ec,DAT_EXTMEM,0x0893-0x089A,main-ec-018,4,2,1,1,0,0,1,1,1,yes,,bank1:0x9416=adjust_0627_index_against_gpu_temp [state],kaed8fb28e30d
0x0896,main-ec,DAT_EXTMEM,0x0893-0x089A,main-ec-289,5,3,1,1,0,0,1,1,1,yes,,bank1:0xC59F=countdown_0896_and_gate_on_04ab_equals_64 [state],kc9491a713fd8
0x0897,main-ec,DAT_EXTMEM,0x0893-0x089A,main-ec-001,5,3,1,1,0,0,1,1,1,yes,,bank0:0xB889=09ee_bit1_edge_drives_0897_countdown [state],k7497cf885614
0x0898,main-ec,DAT_EXTMEM,0x0893-0x089A,main-ec-244,9,5,2,2,0,0,3,4,4,no,,bank1:0xBD45=mask_0491_c0_then_route_to_300x_40xx [unresolved]; bank1:0xBE10=FUN_CODE_be10; bank1:0xD5E1=FUN_CODE_d5e1; bank1:0xD602=FUN_CODE_d602,kfa716bde374d
0x0899,main-ec,DAT_EXTMEM,0x0893-0x089A,main-ec-060,1,0,1,0,0,0,0,1,1,yes,,bank0:0xA96B=clear_073f_and_0899 [writer],k72e7ada81d34
0x089A,main-ec,DAT_EXTMEM,0x0893-0x089A,main-ec-363,1,0,1,0,0,0,0,1,1,yes,,bank0:0xBEF7=set_089a_to_3c [writer],k015d3d7ff1d8
0x089C,main-ec,DAT_EXTMEM,0x089C-0x08A2,main-ec-012,5,1,3,0,1,0,1,3,3,no,,bank0:0xB4A8=FUN_CODE_b4a8; bank0:0xB5B2=clear_08eb_bit5_09e6_09e7_08a1_089c_089d [writer]; bank0:0xB5CC=store_a_to_089c_and_089d [writer],k66512c56e77b
0x089D,main-ec,DAT_EXTMEM,0x089C-0x08A2,main-ec-012,4,1,3,0,0,0,1,3,3,no,,bank0:0xB4A8=FUN_CODE_b4a8; bank0:0xB5B2=clear_08eb_bit5_09e6_09e7_08a1_089c_089d [writer]; bank0:0xB5CC=store_a_to_089c_and_089d [writer],k66512c56e77b
0x089E,main-ec,symbol,0x089C-0x08A2,main-ec-012,5,1,3,0,1,0,1,3,3,no,XDATA_089E,bank0:0xB5D3=FUN_CODE_b5d3; bank0:0xB716=clear_08eb_bit3_09e6_09e7_08a2_089e_089f [writer]; bank0:0xB730=store_a_to_089e_and_089f [writer],k66512c56e77b
0x089F,main-ec,symbol,0x089C-0x08A2,main-ec-012,4,1,3,0,0,0,1,3,3,no,XDATA_089F,bank0:0xB5D3=FUN_CODE_b5d3; bank0:0xB716=clear_08eb_bit3_09e6_09e7_08a2_089e_089f [writer]; bank0:0xB730=store_a_to_089e_and_089f [writer],k66512c56e77b
0x08A0,main-ec,symbol,0x089C-0x08A2,main-ec-279,6,3,2,1,0,0,1,2,2,no,XDATA_08A0,bank0:0xB737=FUN_CODE_b737; bank0:0xB82E=clear_08eb_bit6_and_zero_08a0 [writer],kb787f7579eab
0x08A1,main-ec,DAT_EXTMEM,0x089C-0x08A2,main-ec-012,4,0,3,0,1,0,0,2,3,no,,bank0:0xB4A8=FUN_CODE_b4a8; bank0:0xB5B2=clear_08eb_bit5_09e6_09e7_08a1_089c_089d [writer]; bank1:0xA916=clamp_078b_level_into_0804 [state],k66512c56e77b
0x08A2,main-ec,symbol,0x089C-0x08A2,main-ec-012,4,0,3,0,1,0,0,2,3,no,XDATA_08A2,bank0:0xB5D3=FUN_CODE_b5d3; bank0:0xB716=clear_08eb_bit3_09e6_09e7_08a2_089e_089f [writer]; bank1:0xA916=clamp_078b_level_into_0804 [state],k66512c56e77b
0x08A5,main-ec,DAT_EXTMEM,0x08A5-0x08AA,main-ec-146,3,1,2,0,0,0,1,2,3,no,,bank0:0xA97B=dispatch_on_06e6_and_0741 [dispatch]; bank0:0xBCA9=clear_08a5_and_08a6 [writer]; bank0:0xCC64=init_06e6_1_clear_0743_07c5_and_07d5_ff [init],k3654bf2c23c2
0x08A6,main-ec,DAT_EXTMEM,0x08A5-0x08AA,main-ec-146,3,1,2,0,0,0,1,2,3,no,,bank0:0xA97B=dispatch_on_06e6_and_0741 [dispatch]; bank0:0xBCA9=clear_08a5_and_08a6 [writer]; bank0:0xCC64=init_06e6_1_clear_0743_07c5_and_07d5_ff [init],k3654bf2c23c2
0x08A7,main-ec,symbol,0x08A5-0x08AA,main-ec-002,132,88,2,42,0,0,45,44,46,no,XDATA_08A7,bank0:0xA00E=seed_0872_087a_088a_then_select_level [state]; bank0:0xA139=FUN_CODE_a139; bank0:0xA1A8=set_state_bytes_then_0xa1c8 [writer]; bank0:0xA663=gate_0767_06e6_0741_then_dispatch_076f [dispatch]; bank1:0x8001=decrement_nonzero_xdata_counters [writer]; bank1:0x8004=read_06c6 [reader]; bank1:0x8005=skip_06c6_decrement [logic]; bank1:0x8007=dec_06c6_value [math]; bank1:0x8008=store_06c6_decrement [writer]; bank1:0x8009=select_06cd [logic]; bank1:0x800C=read_06cd [reader]; bank1:0x800D=skip_06cd_decrement [logic]; bank1:0x800F=dec_06cd_value [math]; bank1:0x8010=store_06cd_decrement [writer]; bank1:0x8011=select_06d1 [logic]; bank1:0x8014=read_06d1_and_test_zero [reader]; bank1:0x8017=dec_06d1_value [math]; bank1:0x8018=store_acc_to_xdata_dptr_8018 [writer]; bank1:0x8019=load_dptr_06d2 [reader]; bank1:0x801C=read_xdata_dptr_801c [reader]; bank1:0x801D=branch_if_acc_zero_to_8021 [gate]; bank1:0x801F=dec_acc_801f [math]; bank1:0x8020=store_acc_to_xdata_dptr_8020 [writer]; bank1:0x8021=load_dptr_06f3 [reader]; bank1:0x8024=read_xdata_dptr_8024 [reader]; bank1:0x8025=branch_if_acc_zero_to_8029 [gate]; bank1:0x8027=dec_acc_8027 [math]; bank1:0x8028=store_acc_and_load_dptr_0635 [writer]; bank1:0x802C=read_xdata_dptr_802c [reader]; bank1:0x802D=branch_if_acc_zero_to_8031 [gate]; bank1:0x802F=dec_acc_802f [math]; bank1:0x8030=store_acc_to_xdata_dptr_8030 [writer]; bank1:0x8031=load_dptr_0636_and_read [reader]; bank1:0x8035=branch_if_acc_zero_to_8039 [gate]; bank1:0x8037=dec_store_and_load_dptr_0637 [writer]; bank1:0x803C=test_and_decrement_0638_after_prior_byte [writer]; bank1:0x8048=store_acc_and_read_0639 [writer]; bank1:0x804D=dec_then_test_063a_with_sign_guard [writer]; bank1:0x8060=branch_if_acc_zero_to_8064 [gate]; bank1:0x8062=dec_store_then_test_and_dec_07f6 [writer]; bank1:0x806C=reload_06d6_with_9_or_return_early [writer]; bank1:0x807E=dec_06c3_and_dec_06d8_gated_on_0440 [writer]; bank1:0x8096=dec_06d9_only_if_both_calls_return_zero [writer]; bank1:0x80AA=dec_timers_06da_08e4_055f_09ce_070b [writer]; bank1:0x80D6=clear_0460_0468_when_0706_reaches_zero [writer]; bank1:0x80EF=dec_timers_and_set_expiry_flags [writer],k733222e83898
